id_persona	forma	clip	json	segments	estat
pa-034	diguem	clips/pa-034__diguem__504.45.wav	qa-clips-json/pa-034__diguem__504_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,440""},""offsets"":{""from"":0,""to"":2440},""text"":"" i moltes persones de la cor antenna, diguem, no?""}]"	pendent-audicio
pa-034	reformeta	clips/pa-034__reformeta__191.33.wav	qa-clips-json/pa-034__reformeta__191_33.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,600""},""offsets"":{""from"":0,""to"":4600},""text"":"" que el país vol dir-ho necessitàvem.""},{""timestamps"":{""from"":""00:00:04,680"",""to"":""00:00:06,720""},""offsets"":{""from"":4680,""to"":6720},""text"":"" Vull dir que estàveu fent de reformeta,""}]"	pendent-audicio
pa-034	tirar endavant	clips/pa-034__tirar-endavant__690.33.wav	qa-clips-json/pa-034__tirar-endavant__690_33.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,600""},""offsets"":{""from"":0,""to"":4600},""text"":"" Però, esclar, també d'entendre que si volíem tirar endavant.""}]"	pendent-audicio
pa-035	crec	clips/pa-035__crec__872.77.wav	qa-clips-json/pa-035__crec__872_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,840""},""offsets"":{""from"":0,""to"":4840},""text"":"" jo no crec que s'hagi de canviar massa, massa sovint d'una constitució.""}]"	pendent-audicio
pa-035	perquè	clips/pa-035__perqu__181.13.wav	qa-clips-json/pa-035__perqu__181_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,280""},""offsets"":{""from"":0,""to"":5280},""text"":"" perquè hi havia molts endorrans reticents.""}]"	pendent-audicio
pa-035	és a dir	clips/pa-035__s-a-dir__582.29.wav	qa-clips-json/pa-035__s-a-dir__582_29.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,000""},""offsets"":{""from"":0,""to"":6000},""text"":"" És a dir, fer un estat de dret modern amb la separació de poders.""}]"	pendent-audicio
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	qa-clips-json/pa-036__a-nivell__386_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,640""},""offsets"":{""from"":0,""to"":6640},""text"":"" Tot i que les relacions entre en Gàmels i altres parroquis""},{""timestamps"":{""from"":""00:00:06,640"",""to"":""00:00:09,440""},""offsets"":{""from"":6640,""to"":9440},""text"":"" no eren bones a nivell electoral no s'havia perdut.""}]"	pendent-audicio
pa-036	a veure	clips/pa-036__a-veure__153.05.wav	qa-clips-json/pa-036__a-veure__153_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,000""},""offsets"":{""from"":0,""to"":6000},""text"":"" i els consellers a veure i companys diputats de l'Assemblea Nacional de França o BD Madrid.""}]"	pendent-audicio
pa-036	bé	clips/pa-036__b__69.45.wav	qa-clips-json/pa-036__b__69_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,720""},""offsets"":{""from"":0,""to"":5720},""text"":"" el coprincipat. El coprincipat ens ha vingut molt bé i pensàvem que aquest hauria de continuar i així ens ha sigut.""}]"	pendent-audicio
pa-036	clar	clips/pa-036__clar__136.45.wav	qa-clips-json/pa-036__clar__136_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:10,000""},""offsets"":{""from"":0,""to"":10000},""text"":"" fos una mena d'eleccions ja amb un objectiu més clar que anar més enllà de les reformes que s'està fent,""}]"	pendent-audicio
pa-036	doncs	clips/pa-036__doncs__367.25.wav	qa-clips-json/pa-036__doncs__367_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" i dic \""opi, vols que ens trobem que ens parlen d'això i ens proposin això?\""""},{""timestamps"":{""from"":""00:00:05,000"",""to"":""00:00:09,000""},""offsets"":{""from"":5000,""to"":9000},""text"":"" Doncs nosaltres ja hem d'anar, hem de fer la Constitució.""}]"	pendent-audicio
pa-036	evidentment	clips/pa-036__evidentment__202.85.wav	qa-clips-json/pa-036__evidentment__202_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,480""},""offsets"":{""from"":0,""to"":4480},""text"":"" A més enllà, ens va costar fer aquest pas important,""},{""timestamps"":{""from"":""00:00:04,560"",""to"":""00:00:08,360""},""offsets"":{""from"":4560,""to"":8360},""text"":"" després, evidentment, entrem a la legislatura crítica""},{""timestamps"":{""from"":""00:00:08,440"",""to"":""00:00:10,440""},""offsets"":{""from"":8440,""to"":10440},""text"":"" o a la més forta que hi ha.""}]"	pendent-audicio
pa-036	perquè	clips/pa-036__perqu__15.65.wav	qa-clips-json/pa-036__perqu__15_65.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" A tu disseri, ens vam quedar una mica parats perquè nosaltres volíem anar més lluny.""}]"	pendent-audicio
pa-036	vull dir	clips/pa-036__vull-dir__632.25.wav	qa-clips-json/pa-036__vull-dir__632_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,040""},""offsets"":{""from"":0,""to"":3040},""text"":"" Vull dir que era el nou reglament, el nou sistema.""},{""timestamps"":{""from"":""00:00:03,120"",""to"":""00:00:05,560""},""offsets"":{""from"":3120,""to"":5560},""text"":"" Veius les dues coses, penso que la Constitució...""}]"	pendent-audicio
pa-037	bueno	clips/pa-037__bueno__105.29.wav	qa-clips-json/pa-037__bueno__105_29.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,160""},""offsets"":{""from"":0,""to"":6160},""text"":"" de la constituent, gairebé existim tothom. Jo, personalment, he passat tots els altres anys que no he pogut anar.""},{""timestamps"":{""from"":""00:00:06,160"",""to"":""00:00:17,760""},""offsets"":{""from"":6160,""to"":17760},""text"":"" Però, bueno, aquesta és la mateixa RNA i torne bé, molt bé, molt bé, molt bé, torna a comentar coses,""},{""timestamps"":{""from"":""00:00:17,760"",""to"":""00:00:19,960""},""offsets"":{""from"":17760,""to"":19960},""text"":"" del que ha de fer bé passat, però sobretot...""}]"	pendent-audicio
pa-037	bé	clips/pa-037__b__105.29.wav	qa-clips-json/pa-037__b__105_29.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,160""},""offsets"":{""from"":0,""to"":6160},""text"":"" de la constituent, gairebé existim tothom. Jo, personalment, he passat tots els altres anys que no he pogut anar.""},{""timestamps"":{""from"":""00:00:06,160"",""to"":""00:00:17,760""},""offsets"":{""from"":6160,""to"":17760},""text"":"" Però, bueno, aquesta és la mateixa RNA i torne bé, molt bé, molt bé, molt bé, torna a comentar coses,""},{""timestamps"":{""from"":""00:00:17,760"",""to"":""00:00:19,960""},""offsets"":{""from"":17760,""to"":19960},""text"":"" del que ha de fer bé passat, però sobretot...""}]"	pendent-audicio
pa-037	diguem	clips/pa-037__diguem__469.77.wav	qa-clips-json/pa-037__diguem__469_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:08,400""},""offsets"":{""from"":0,""to"":8400},""text"":"" Bé, marxar. Una cosa que em va satisfir molt va ser que vaig fer desíndic, diguem-ho així,""},{""timestamps"":{""from"":""00:00:08,600"",""to"":""00:00:11,800""},""offsets"":{""from"":8600,""to"":11800},""text"":"" durant una hora o més.""}]"	pendent-audicio
pa-037	doncs	clips/pa-037__doncs__20.49.wav	qa-clips-json/pa-037__doncs__20_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,160""},""offsets"":{""from"":0,""to"":4160},""text"":"" I, doncs, quan va arribar el consell constituent,""},{""timestamps"":{""from"":""00:00:04,240"",""to"":""00:00:06,720""},""offsets"":{""from"":4240,""to"":6720},""text"":"" ha vint arribar també amb bastant tensos""},{""timestamps"":{""from"":""00:00:06,800"",""to"":""00:00:08,320""},""offsets"":{""from"":6800,""to"":8320},""text"":"" i l'enriquia es van posar.""}]"	pendent-audicio
pa-037	llavors	clips/pa-037__llavors__92.53.wav	qa-clips-json/pa-037__llavors__92_53.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,840""},""offsets"":{""from"":0,""to"":3840},""text"":"" I jo era així, i a bon dia ja, des de llavors,""},{""timestamps"":{""from"":""00:00:03,920"",""to"":""00:00:08,480""},""offsets"":{""from"":3920,""to"":8480},""text"":"" encara cada any es fa el dia 2 de febrer,""},{""timestamps"":{""from"":""00:00:08,560"",""to"":""00:00:13,440""},""offsets"":{""from"":8560,""to"":13440},""text"":"" fem un dinar o un trobar de tot el constituent.""}]"	pendent-audicio
pa-037	perquè	clips/pa-037__perqu__186.29.wav	qa-clips-json/pa-037__perqu__186_29.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:08,480""},""offsets"":{""from"":0,""to"":8480},""text"":"" Després, clar, quan va arribar cap al final de tot, ens van informar més.""},{""timestamps"":{""from"":""00:00:08,480"",""to"":""00:00:12,200""},""offsets"":{""from"":8480,""to"":12200},""text"":"" Perquè a final havíem de votar que sí, sinó...""}]"	pendent-audicio
pa-037	vull dir	clips/pa-037__vull-dir__414.01.wav	qa-clips-json/pa-037__vull-dir__414_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,920""},""offsets"":{""from"":0,""to"":3920},""text"":"" Vull dir que una setefesó personal, sí que aquí mateix,""},{""timestamps"":{""from"":""00:00:04,000"",""to"":""00:00:10,960""},""offsets"":{""from"":4000,""to"":10960},""text"":"" com he dit abans, perquè sabia que hi havia tensions entre els copríncepts.""}]"	pendent-audicio
pa-038	a nivell	clips/pa-038__a-nivell__455.49.wav	qa-clips-json/pa-038__a-nivell__455_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,720""},""offsets"":{""from"":0,""to"":3720},""text"":"" per dir-ho a nivell de negocis, el que sigui, això va molt bé.""}]"	pendent-audicio
pa-038	bueno	clips/pa-038__bueno__874.61.wav	qa-clips-json/pa-038__bueno__874_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,520""},""offsets"":{""from"":0,""to"":2520},""text"":"" \""Bueno, vale, ¿no?\""""}]"	pendent-audicio
pa-038	bé	clips/pa-038__b__26.77.wav	qa-clips-json/pa-038__b__26_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,000""},""offsets"":{""from"":0,""to"":4000},""text"":"" No està bé considerada com un estat real.""}]"	pendent-audicio
pa-038	clar	clips/pa-038__clar__96.41.wav	qa-clips-json/pa-038__clar__96_41.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,840""},""offsets"":{""from"":0,""to"":4840},""text"":"" però la meva motivació, us ho dic clar, va ser...""}]"	pendent-audicio
pa-038	crec	clips/pa-038__crec__220.69.wav	qa-clips-json/pa-038__crec__220_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,040""},""offsets"":{""from"":0,""to"":6040},""text"":"" Bé, jo crec que l'atac de nacionalisme que ens va moure...""}]"	pendent-audicio
pa-038	llavors	clips/pa-038__llavors__264.13.wav	qa-clips-json/pa-038__llavors__264_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,840""},""offsets"":{""from"":0,""to"":4840},""text"":"" Llavors, això va ser la meva motivació principal,""},{""timestamps"":{""from"":""00:00:04,920"",""to"":""00:00:06,160""},""offsets"":{""from"":4920,""to"":6160},""text"":"" va ser que la màgia...""}]"	pendent-audicio
pa-038	o sigui	clips/pa-038__o-sigui__16.65.wav	qa-clips-json/pa-038__o-sigui__16_65.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,400""},""offsets"":{""from"":0,""to"":5400},""text"":"" O sigui, en Dorre, malgrat ser un dels parlaments,""}]"	pendent-audicio
pa-038	perquè	clips/pa-038__perqu__279.13.wav	qa-clips-json/pa-038__perqu__279_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,720""},""offsets"":{""from"":0,""to"":2720},""text"":"" sobretot perquè els delegats permanents han continuat.""}]"	pendent-audicio
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	qa-clips-json/pa-038__reformeta__1821_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,920""},""offsets"":{""from"":0,""to"":3920},""text"":"" o com vulguis, segueixen contentat amb una reformeta.""}]"	pendent-audicio
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	qa-clips-json/pa-038__vull-dir__1576_57.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,480""},""offsets"":{""from"":0,""to"":5480},""text"":"" Ja et dic que els agents exteriors siguin ja no vull dir quins, però...""}]"	pendent-audicio
pa-039	bé	clips/pa-039__b__27.77.wav	qa-clips-json/pa-039__b__27_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,600""},""offsets"":{""from"":0,""to"":3600},""text"":"" fins a la prostitució no ja està bé.""}]"	pendent-audicio
pa-039	crec	clips/pa-039__crec__90.85.wav	qa-clips-json/pa-039__crec__90_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,200""},""offsets"":{""from"":0,""to"":4200},""text"":"" i ho explicarà, doncs jo crec que a aquest home va voler marcar...""}]"	pendent-audicio
pa-039	evidentment	clips/pa-039__evidentment__184.17.wav	qa-clips-json/pa-039__evidentment__184_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,040""},""offsets"":{""from"":0,""to"":3040},""text"":"" Evidentment, la siniciatura, claro.""}]"	pendent-audicio
pa-039	perquè	clips/pa-039__perqu__18.09.wav	qa-clips-json/pa-039__perqu__18_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,040""},""offsets"":{""from"":0,""to"":2040},""text"":"" perquè això era xins.""}]"	pendent-audicio
pa-040	crec	clips/pa-040__crec__4.37.wav	qa-clips-json/pa-040__crec__4_37.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,360""},""offsets"":{""from"":0,""to"":3360},""text"":"" Jo crec que he pogut entrar en càrregues.""}]"	pendent-audicio
pa-040	de fet	clips/pa-040__de-fet__70.17.wav	qa-clips-json/pa-040__de-fet__70_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,920""},""offsets"":{""from"":0,""to"":2920},""text"":"" que tu et trobaves i, de fet, el meu pare el portarà sempre sobre què hi pinc.""}]"	pendent-audicio
pa-040	evidentment	clips/pa-040__evidentment__103.93.wav	qa-clips-json/pa-040__evidentment__103_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,760""},""offsets"":{""from"":0,""to"":1760},""text"":"" que es poden fer més en positiu.""},{""timestamps"":{""from"":""00:00:01,880"",""to"":""00:00:03,160""},""offsets"":{""from"":1880,""to"":3160},""text"":"" Evidentment hauria sigut un daltabaix,""}]"	pendent-audicio
pa-040	perquè	clips/pa-040__perqu__25.21.wav	qa-clips-json/pa-040__perqu__25_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,640""},""offsets"":{""from"":0,""to"":4640},""text"":"" perquè considero que en d'hora necessita un nou estatut com...""}]"	pendent-audicio
pa-041	bé	clips/pa-041__b__130.25.wav	qa-clips-json/pa-041__b__130_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,440""},""offsets"":{""from"":0,""to"":6440},""text"":"" Bé, jo crec que hi havia persones més receptives""}]"	pendent-audicio
pa-041	clar	clips/pa-041__clar__0.00.wav	qa-clips-json/pa-041__clar__0_00.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:11,000""},""offsets"":{""from"":0,""to"":11000},""text"":"" Al principi es va començar amb 38 alumnes i clar amb els 5 o 6 anys que jo vaig col·laborar amb l'escola endurrana va anar a créixer.""}]"	pendent-audicio
pa-041	crec	clips/pa-041__crec__56.25.wav	qa-clips-json/pa-041__crec__56_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,880""},""offsets"":{""from"":0,""to"":3880},""text"":"" als pares jo crec que van fer una feina molt important""},{""timestamps"":{""from"":""00:00:03,960"",""to"":""00:00:05,960""},""offsets"":{""from"":3960,""to"":5960},""text"":"" amb aquells primers anys de l'escola en d'Orrana.""}]"	pendent-audicio
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	qa-clips-json/pa-041__ensenyan-a__523_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,600""},""offsets"":{""from"":0,""to"":4600},""text"":"" I aquest material pedagògic, que tingués continuïtat,""},{""timestamps"":{""from"":""00:00:04,800"",""to"":""00:00:07,200""},""offsets"":{""from"":4800,""to"":7200},""text"":"" també de cara a tota la primera ensenyança.""}]"	pendent-audicio
pa-041	evidentment	clips/pa-041__evidentment__353.25.wav	qa-clips-json/pa-041__evidentment__353_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,600""},""offsets"":{""from"":0,""to"":4600},""text"":"" amb la responsabilitat, amb les persones que hi treballàvem, evidentment,""},{""timestamps"":{""from"":""00:00:04,800"",""to"":""00:00:07,000""},""offsets"":{""from"":4800,""to"":7000},""text"":"" per dir, és que això no és una cosa per ara,""}]"	pendent-audicio
pa-041	perquè	clips/pa-041__perqu__69.25.wav	qa-clips-json/pa-041__perqu__69_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,320""},""offsets"":{""from"":0,""to"":6320},""text"":"" i per tant parlaven amb altres pares perquè portessin els fills a l'escola en Dorana.""}]"	pendent-audicio
pa-042	perquè	clips/pa-042__perqu__29.13.wav	qa-clips-json/pa-042__perqu__29_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,680""},""offsets"":{""from"":0,""to"":3680},""text"":"" a l'escola, més que res, perquè tenia els nens petits.""}]"	pendent-audicio
pa-043	bueno	clips/pa-043__bueno__0.00.wav	qa-clips-json/pa-043__bueno__0_00.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,160""},""offsets"":{""from"":0,""to"":3160},""text"":"" Bueno, el 15 més 15 és una idea que venia de nada.""}]"	pendent-audicio
pa-043	crec	clips/pa-043__crec__102.25.wav	qa-clips-json/pa-043__crec__102_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,280""},""offsets"":{""from"":0,""to"":5280},""text"":"" per mi l'escola andorrana és una identitat no, jo crec.""}]"	pendent-audicio
pa-043	és a dir	clips/pa-043__s-a-dir__107.25.wav	qa-clips-json/pa-043__s-a-dir__107_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,680""},""offsets"":{""from"":0,""to"":3680},""text"":"" crec. És a dir, tots els alumnes que hem sigut repetits""}]"	pendent-audicio
pa-045	a veure	clips/pa-045__a-veure__340.93.wav	qa-clips-json/pa-045__a-veure__340_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,720""},""offsets"":{""from"":0,""to"":1720},""text"":"" No ho veiem perquè...""},{""timestamps"":{""from"":""00:00:01,800"",""to"":""00:00:04,480""},""offsets"":{""from"":1800,""to"":4480},""text"":"" No ho veiem perquè per un luxe d'anar-ho a veure i per conservar-ho.""}]"	pendent-audicio
pa-045	bé	clips/pa-045__b__83.49.wav	qa-clips-json/pa-045__b__83_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,000""},""offsets"":{""from"":0,""to"":6000},""text"":"" o bé el que considerem imprescindible i no deixa de ser innecessari.""}]"	pendent-audicio
pa-045	clar	clips/pa-045__clar__399.85.wav	qa-clips-json/pa-045__clar__399_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,400""},""offsets"":{""from"":0,""to"":5400},""text"":"" amb la qual estava bastant clar, semblava bastant clar.""}]"	pendent-audicio
pa-045	evidentment	clips/pa-045__evidentment__290.13.wav	qa-clips-json/pa-045__evidentment__290_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,160""},""offsets"":{""from"":0,""to"":2160},""text"":"" que tenen senyor o, evidentment,""},{""timestamps"":{""from"":""00:00:02,240"",""to"":""00:00:07,560""},""offsets"":{""from"":2240,""to"":7560},""text"":"" en una sèrie de condicions molt clares,""},{""timestamps"":{""from"":""00:00:07,640"",""to"":""00:00:09,640""},""offsets"":{""from"":7640,""to"":9640},""text"":"" d'un nombre de persones.""}]"	pendent-audicio
pa-045	llavors	clips/pa-045__llavors__194.93.wav	qa-clips-json/pa-045__llavors__194_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" Allò.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:04,480""},""offsets"":{""from"":1080,""to"":4480},""text"":"" Clar, llavors, el caçador recollitor que està en un lloc fos,""},{""timestamps"":{""from"":""00:00:04,560"",""to"":""00:00:05,560""},""offsets"":{""from"":4560,""to"":5560},""text"":"" que és la cova...""}]"	pendent-audicio
pa-045	o sigui	clips/pa-045__o-sigui__226.17.wav	qa-clips-json/pa-045__o-sigui__226_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,160""},""offsets"":{""from"":0,""to"":6160},""text"":"" o sigui, què et motiva de la teva professió?""}]"	pendent-audicio
pa-046	bé	clips/pa-046__b__348.81.wav	qa-clips-json/pa-046__b__348_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,800""},""offsets"":{""from"":0,""to"":2800},""text"":"" I volem avançar dins del camp, molt bé.""}]"	pendent-audicio
pa-046	diguem	clips/pa-046__diguem__626.01.wav	qa-clips-json/pa-046__diguem__626_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,000""},""offsets"":{""from"":0,""to"":3000},""text"":"" A part de les patates o les tronfes, que diguem a Canillo.""}]"	pendent-audicio
pa-046	doncs	clips/pa-046__doncs__135.61.wav	qa-clips-json/pa-046__doncs__135_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,440""},""offsets"":{""from"":0,""to"":4440},""text"":"" Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.""}]"	pendent-audicio
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	qa-clips-json/pa-048__a-nivell__435_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,480""},""offsets"":{""from"":0,""to"":5480},""text"":"" perquè, normalment, quan t'inviten a nivell oficial, t'inviten a tal...""}]"	pendent-audicio
pa-048	a veure	clips/pa-048__a-veure__393.93.wav	qa-clips-json/pa-048__a-veure__393_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,880""},""offsets"":{""from"":0,""to"":2880},""text"":"" A veure, vostè com es diu?""}]"	pendent-audicio
pa-048	bé	clips/pa-048__b__495.73.wav	qa-clips-json/pa-048__b__495_73.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,200""},""offsets"":{""from"":0,""to"":6200},""text"":"" Bé, no que t'espai físicament, però que t'espai emblemàtic.""}]"	pendent-audicio
pa-048	crec	clips/pa-048__crec__110.97.wav	qa-clips-json/pa-048__crec__110_97.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,520""},""offsets"":{""from"":0,""to"":5520},""text"":"" Si hi ha cel, jo no crec ni en l'infern, ni en el purgatori, ni en el cel.""}]"	pendent-audicio
pa-048	llavors	clips/pa-048__llavors__1244.97.wav	qa-clips-json/pa-048__llavors__1244_97.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,920""},""offsets"":{""from"":0,""to"":2920},""text"":"" Llavors, els catalans han volgut...""}]"	pendent-audicio
pa-048	o sigui	clips/pa-048__o-sigui__581.65.wav	qa-clips-json/pa-048__o-sigui__581_65.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,080""},""offsets"":{""from"":0,""to"":3080},""text"":"" O sigui que les identitats com les cultures""}]"	pendent-audicio
pa-048	vull dir	clips/pa-048__vull-dir__993.69.wav	qa-clips-json/pa-048__vull-dir__993_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,400""},""offsets"":{""from"":0,""to"":5400},""text"":"" Vull dir que amb això, vull dir que vostè, a través...""}]"	pendent-audicio
pa-048	és a dir	clips/pa-048__s-a-dir__1130.61.wav	qa-clips-json/pa-048__s-a-dir__1130_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,640""},""offsets"":{""from"":0,""to"":4640},""text"":"" és a dir, ja no hi ha el diàleg, ja no hi ha la...""}]"	pendent-audicio
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	qa-clips-json/pa-049__a-veure__244_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,520""},""offsets"":{""from"":0,""to"":2520},""text"":"" i ara ja no ens ho pot dir.""},{""timestamps"":{""from"":""00:00:02,600"",""to"":""00:00:04,920""},""offsets"":{""from"":2600,""to"":4920},""text"":"" Però van anar a veure l'amistat amb el meu pare.""},{""timestamps"":{""from"":""00:00:05,000"",""to"":""00:00:07,240""},""offsets"":{""from"":5000,""to"":7240},""text"":"" El meu pare els va anar a veure després o així.""}]"	pendent-audicio
pa-049	bueno	clips/pa-049__bueno__269.05.wav	qa-clips-json/pa-049__bueno__269_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,760""},""offsets"":{""from"":0,""to"":3760},""text"":"" A vosaltres hi havia de més feia de... de més...""},{""timestamps"":{""from"":""00:00:03,840"",""to"":""00:00:05,480""},""offsets"":{""from"":3840,""to"":5480},""text"":"" Sí, de més de descompte.""},{""timestamps"":{""from"":""00:00:05,560"",""to"":""00:00:07,560""},""offsets"":{""from"":5560,""to"":7560},""text"":"" Bueno, de més de descompte...""}]"	pendent-audicio
pa-049	clar	clips/pa-049__clar__382.01.wav	qa-clips-json/pa-049__clar__382_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" i el país.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:03,800""},""offsets"":{""from"":1080,""to"":3800},""text"":"" Clar, però feia falta aquesta visió,""},{""timestamps"":{""from"":""00:00:03,880"",""to"":""00:00:06,960""},""offsets"":{""from"":3880,""to"":6960},""text"":"" adelantar-se els aconteixements, vull dir.""},{""timestamps"":{""from"":""00:00:07,040"",""to"":""00:00:08,040""},""offsets"":{""from"":7040,""to"":8040},""text"":"" Sí, també.""}]"	pendent-audicio
pa-049	crec	clips/pa-049__crec__371.85.wav	qa-clips-json/pa-049__crec__371_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,840""},""offsets"":{""from"":0,""to"":2840},""text"":"" M'agradaria que no hi havia res.""},{""timestamps"":{""from"":""00:00:02,920"",""to"":""00:00:06,440""},""offsets"":{""from"":2920,""to"":6440},""text"":"" Jo crec que en aquella època, pràcticament tot devia ser necessari,""},{""timestamps"":{""from"":""00:00:06,520"",""to"":""00:00:10,840""},""offsets"":{""from"":6520,""to"":10840},""text"":"" per la falta, precisament, de tot el que hi havia aquí al país.""}]"	pendent-audicio
