forma	id_persona	interval_escolta	clip	sha256	transcripcio_base	text_base	forma_en_base
diguem	pa-057	929.81-935.31	clips/pa-057__diguem__929.81.wav	092ef4224ff15548271df7b2ab48b06e378fe2eca316740252be82c5846687b0	qa-clips-base/pa-057__diguem__929_81_935_31.txt	Però que no sigui és un club, diguem-ho així.	sí
diguem	pa-058	715.21-718.91	clips/pa-058__diguem__715.21.wav	9bb6e92443b6fedf5e1506a78ac5d5779e7d9d3bc2acda740db28bdde4ab20bd	qa-clips-base/pa-058__diguem__715_21_718_91.txt	que se'ns va anar a propant, diguem, però vosaltres.	sí
diguem	pa-060	55.05-60.91	clips/pa-060__diguem__55.05.wav	4ad5687ebd632ff5d78597a5790d649767933cfff49084f9d59b45302a761978	qa-clips-base/pa-060__diguem__55_05_60_91.txt	El que mena la policia era el que es vegués i el procés.	no
diguem	pa-062	191.37-197.03	clips/pa-062__diguem__191.37.wav	79428a3395cd75785dc3dbe738a8b222895b6f27d54d1f1c6772789461a02275	qa-clips-base/pa-062__diguem__191_37_197_03.txt	i aquesta vata, que en diuen, diguem una bruja.	sí
crec	pa-001	97.33-100.95	clips/pa-001__crec__97.33.wav	8ab1dee10f6d4be0b6af2e9fd9e0c7f37098eed68b55b282f9af7fa1005bfe61	qa-clips-base/pa-001__crec__97_33_100_95.txt	i crec que fins a menys va acabar força bé.  Per part.	sí
crec	pa-002	248.25-254.75	clips/pa-002__crec__248.25.wav	fa04f503572d4b05cfdaebe51bfa505d292abce136f9447f20d434ed4631b2de	qa-clips-base/pa-002__crec__248_25_254_75.txt	I jo crec que més que espantar diria que no s'inconegui el contingut.	sí
crec	pa-003	0.00-7.19	clips/pa-003__crec__0.00.wav	008eb3fe6d9be6fb42738890fa5177d68247f534391c20920525c41994e35dd1	qa-clips-base/pa-003__crec__0_00_7_19.txt	Jo crec que de fet ens hem de situar en el context dels anys 80.	sí
crec	pa-010	1033.25-1036.75	clips/pa-010__crec__1033.25.wav	ca690daf51e87de33d499f3db006bcb84f1b27f14b8eefcb926b80072829b220	qa-clips-base/pa-010__crec__1033_25_1036_75.txt	i jo, en gruminis, i que queda que és pròlent segona.	no
crec	pa-014	153.25-160.55	clips/pa-014__crec__153.25.wav	d1adf9ea570bf83162f04b831acc72834c8b1e91470390a2278090d158bb4bd9	qa-clips-base/pa-014__crec__153_25_160_55.txt	i jo crec que també em mou que li pugui l'interessar, que estigui interessat en aquesta cultura i en aquest ámbit, que és una mica...	sí
crec	pa-016	93.17-100.83	clips/pa-016__crec__93.17.wav	d661d3b8b2c95553348351694c13d16814f8b04780691b866af6bb9066ebf1ab	qa-clips-base/pa-016__crec__93_17_100_83.txt	i la responsabilitat que tens per mi és, bon, imposer, clar que sí, jo no tinc...	no
crec	pa-018	7.49-12.83	clips/pa-018__crec__7.49.wav	892fa937d3f28d1abb2e8634864fdad187b0fb5c9380fa33c4086189c763f430	qa-clips-base/pa-018__crec__7_49_12_83.txt	I després, jo crec que el problema que hi ha dels 78 és de què...	sí
crec	pa-019	27.25-31.75	clips/pa-019__crec__27.25.wav	240696e84b931381e9f59809c8a1c3951ea15eaa8e9b10125861402ce54f8d7a	qa-clips-base/pa-019__crec__27_25_31_75.txt	en aquell moment, jo crec que en dos repos necessitaven,  per entrar al llibre.	sí
crec	pa-021	115.53-120.03	clips/pa-021__crec__115.53.wav	3258b10743d8cab81625debfd526fc9a66d620cbf7a637e1c99bb78f1dc91ebe	qa-clips-base/pa-021__crec__115_53_120_03.txt	Jo crec que el fet de què m'alconseguin anterior  va ser el que va passar.	sí
crec	pa-022	243.73-249.43	clips/pa-022__crec__243.73.wav	b48248228d01c42da3ebd0a223e819a27f5c35c47ced0f985f08c421015e935d	qa-clips-base/pa-022__crec__243_73_249_43.txt	Jo crec que un factor important és al canvi d'internacional, també, entreu.	sí
crec	pa-023	42.93-50.23	clips/pa-023__crec__42.93.wav	0d9335330d570180f0da266ad3fc204795a96679dc8d2ea20092888b4d7d4899	qa-clips-base/pa-023__crec__42_93_50_23.txt	Com que no depenia del govern el vam crear, crec que l'em84.	sí
crec	pa-024	368.01-372.63	clips/pa-024__crec__368.01.wav	af256840702c4389fa217b6dc3be7f0c6c325a6a7ba223a27a63829aa69d8843	qa-clips-base/pa-024__crec__368_01_372_63.txt	Jo crec que los carribes, però no...	sí
crec	pa-025	4.25-9.11	clips/pa-025__crec__4.25.wav	7de72df51862b2b11412ebf1a1e2f8cdb431d26349d1044b6d76b25f680842f7	qa-clips-base/pa-025__crec__4_25_9_11.txt	Jo crec que es vulguiere trobarà la manera de arribar.	sí
crec	pa-027	8.81-14.39	clips/pa-027__crec__8.81.wav	e8162daab616860e81e55a9b17c1dd1824cef34ede88bf377dfcddb1b9284c85	qa-clips-base/pa-027__crec__8_81_14_39.txt	i jo recordo perquè no crec que era l'arradió i no sé si hi havia televisió en aquest moment.  En l'alcult de l'alcult de l'alcult.	sí
crec	pa-030	346.45-352.99	clips/pa-030__crec__346.45.wav	3d80e74eb5491d0a003e0062009915dd4c540cbdfedbda3c6e10fbeb00015386	qa-clips-base/pa-030__crec__346_45_352_99.txt	Per què jo crec que hi ha alguns que em donen a sensació que n'hi espanyol.	sí
crec	pa-031	87.01-92.63	clips/pa-031__crec__87.01.wav	da4bb71e4ef7e8e432dc615542087f22ae8f360022bac972aed0d6b95b782247	qa-clips-base/pa-031__crec__87_01_92_63.txt	de sort, però, realment, jo crec que l'esprit de la gent no hi hagi	sí
crec	pa-034	651.65-657.27	clips/pa-034__crec__651.65.wav	e4da9577a002f0319c1115b0484fa87525472d8dc4d75f10a9b7b6fe4fb3ccea	qa-clips-base/pa-034__crec__651_65_657_27.txt	o com pot ser-ho dir que pot ser fàcil, no?	no
crec	pa-035	872.77-879.91	clips/pa-035__crec__872.77.wav	a65164bf8dbfb44cb34b9055050ba2c7df72078ae201fda57823c78dae14755e	qa-clips-base/pa-035__crec__872_77_879_91.txt	Jo no crec que s'haig de canviar massa, massa subindulant la costidució.  Adéixeu-ne.	sí
crec	pa-037	424.61-437.99	clips/pa-037__crec__424.61.wav	5b2742fefbe15706eaf91830a3890b06b2e61e295fff68d5a71085472c118863	qa-clips-base/pa-037__crec__424_61_437_99.txt	de fa molts anys en darrere i abans de les distencions,  hem de mirar que s'acabin i s'han acabat, jo penso que s'han acabat.	no
crec	pa-038	220.69-226.79	clips/pa-038__crec__220.69.wav	884b1e51ce66cd952b496f16d9b454d9faf9baeeb8ce3edb28fb408a519c8e49	qa-clips-base/pa-038__crec__220_69_226_79.txt	Jo crec que la tac de nacionalisme que ens va morir.	sí
crec	pa-039	90.85-95.95	clips/pa-039__crec__90.85.wav	575399cb596411cfa195b0cab9d0fa81b7024afe65156b6f10736c3b4d69689f	qa-clips-base/pa-039__crec__90_85_95_95.txt	m'ho explicarà.  Doncs jo crec que aquesta meva vulguer marcar...	sí
crec	pa-040	4.37-7.79	clips/pa-040__crec__4.37.wav	a999b825a79286639188b920f4623328429fe6012ee2136a2cc15da8dcda8cd6	qa-clips-base/pa-040__crec__4_37_7_79.txt	Jo crec que desput entrar gairebé sigut...	sí
crec	pa-041	56.25-62.75	clips/pa-041__crec__56.25.wav	c754c42f61d1a844b0e89dd6aa34ca6235ca671b32270c10a006ea3cc6d2e6f3	qa-clips-base/pa-041__crec__56_25_62_75.txt	Els pares jo crec que van fer una feina molt important  amb aquells primers anys a l'escola d'orana.	sí
crec	pa-042	32.01-37.35	clips/pa-042__crec__32.01.wav	202bfb935faae4dd23aaa0780321dcacad3c2e65ca92d3efdee883f1c095af4a	qa-clips-base/pa-042__crec__32_01_37_35.txt	Crec que és el problema de tothom que entra a l'escola o que demana una hora.	sí
crec	pa-043	102.25-108.75	clips/pa-043__crec__102.25.wav	852ada4cda576e3cba651abb69c4496002392d4a973ffaf363b98f39cc530610	qa-clips-base/pa-043__crec__102_25_108_75.txt	que està a dir.  Per mi l'escola Endor Rana és que es veu una identitat, no, jo crec.  És a dir, tots els albertats.	sí
crec	pa-045	240.61-245.63	clips/pa-045__crec__240.61.wav	53627fa00e9acb7eb3ba5b2a8db51707f46493d1d85e9559b12bf7001c4e85c3	qa-clips-base/pa-045__crec__240_61_245_63.txt	de l'obra d'art.  Si em siguin basicament, jo crec que això, no?	sí
crec	pa-046	208.41-212.47	clips/pa-046__crec__208.41.wav	3b919fd83c48be155312321bcca841c04606a3dfb7281b4c6f4484355b913a4c	qa-clips-base/pa-046__crec__208_41_212_47.txt	i no és altres que hem agafat una via a ser dada,	no
crec	pa-048	110.97-117.27	clips/pa-048__crec__110.97.wav	49369d24af002dcf807cd314d250b79f985e1ac6c53f1fdba415c0136cf438b5	qa-clips-base/pa-048__crec__110_97_117_27.txt	Si hi ha cel, jo no crec ni el meu infern, ni el purgatori, ni el cel.	sí
crec	pa-049	371.85-383.51	clips/pa-049__crec__371.85.wav	ab8d72defe810b63aee2e81900eff080282a811b632a7d0634123c62a03d6b1c	qa-clips-base/pa-049__crec__371_85_383_51.txt	I jo crec que amb aquella època va ser necessari per la palta,  precisament de tot el que hi havia aquí el país.	sí
crec	pa-051	208.57-213.39	clips/pa-051__crec__208.57.wav	bd3f988c1d3f228686ac1604eca57ac0194a2699c56f2cbc580ef173d40e93d4	qa-clips-base/pa-051__crec__208_57_213_39.txt	No crec que arribi amb totes les húuelles de canilla, seny.	sí
crec	pa-056	347.05-353.03	clips/pa-056__crec__347.05.wav	c6b13c6b9d3220d48bcbc80673d634f9626036aa85ba62f7f03f1410d8dca09a	qa-clips-base/pa-056__crec__347_05_353_03.txt	Perquè jo crec que hi ha alguns que em donen associacions  que n'hi esparran.	sí
crec	pa-058	6.69-12.71	clips/pa-058__crec__6.69.wav	df035a432e201a92046e1f930c23e2cbca7fe650b7b14ab17d4a2252a532e6e5	qa-clips-base/pa-058__crec__6_69_12_71.txt	I després jo crec que el problema que hi ha dels 78 és d'aquest...	sí
crec	pa-060	42.05-50.19	clips/pa-060__crec__42.05.wav	c01302c1afa04855142d06e5fbbad2db3cf9fbb1b42737d245fb8a2f3d89d1e5	qa-clips-base/pa-060__crec__42_05_50_19.txt	com que no depenia del govern el pàmpic crea que l'844.	no
crec	pa-061	428.85-435.63	clips/pa-061__crec__428.85.wav	b1b47f70bd65d620b7a68085c54a4ee30b62c2cb8a28e36b00b33c36c4e950ae	qa-clips-base/pa-061__crec__428_85_435_63.txt	Hi ha una cosa que jo crec que és important.	sí
crec	pa-062	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	8693c3c984493a7c9b96f618cf5368e56a7669a6b873c54873d7de6741f1f2e3	qa-clips-base/pa-062__crec__1037_89_1041_47.txt	i jo crec que has tallat el per a n'hi-el.	sí
crec	pa-063	758.81-763.23	clips/pa-063__crec__758.81.wav	d727c6acd359cecd21e87d844090fb53ec2090421c35982fe329d439f328f9a8	qa-clips-base/pa-063__crec__758_81_763_23.txt	Això és el que hem d'intentar.  Jo crec que s'està fent naturalment.	sí
crec	pa-064	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	24e38c2296ecdbeecbcad313fbb71537d83c359247b9d9f8bf54853b2cdc92cc	qa-clips-base/pa-064__crec__1335_77_1345_39.txt	La família, jo crec que la sensia té bíure bé i ambà.	sí
crec	pa-065	1276.85-1281.67	clips/pa-065__crec__1276.85.wav	7c9f4bdf8b67dfeb1069692a0346cc6348ac7257cd57d936fa4004ef945e1ee1	qa-clips-base/pa-065__crec__1276_85_1281_67.txt	Jo et dic que ja que ets camins, ja que ets sims.	no
crec	pa-066	219.63-227.13	clips/pa-066__crec__219.63.wav	84b08930cde174dc567947e04d69959667fdcb38196e3a8cdbac338c0c3cdd76	qa-clips-base/pa-066__crec__219_63_227_13.txt	la col·laboració del banc amb l'entorn, amb el país, crec que va ser important.	sí
bueno	pa-001	207.01-212.99	clips/pa-001__bueno__207.01.wav	bd7d5dd8b59e49c27891490359b5c8259830cd33745018e5b8c256319fe63c1f	qa-clips-base/pa-001__bueno__207_01_212_99.txt	i aleshores, per a partir d'aquí van assortir els problemes del dia a dia.	no
bueno	pa-002	433.25-440.75	clips/pa-002__bueno__433.25.wav	2c24c0c4127d4bd8ffa30596c82d20da92e67ca7b237a8d4f002e5dde4ec932d	qa-clips-base/pa-002__bueno__433_25_440_75.txt	Aquí s'ha de decidir a maquill moment, i a bé com és.	no
bueno	pa-003	227.05-235.71	clips/pa-003__bueno__227.05.wav	b09fe36d23840ea27f088ec612688e179d9d90eabdd20dd66fc0dc6d6b186e1a	qa-clips-base/pa-003__bueno__227_05_235_71.txt	perquè hi havia parez en el sentit de dir,  hi hadgixteix un sistema educatiu ric.	no
bueno	pa-007	475.25-480.75	clips/pa-007__bueno__475.25.wav	3b9bccb3c50e16a4a387c6e812596708da326a492bdf9f7bebacd8fd9958a62e	qa-clips-base/pa-007__bueno__475_25_480_75.txt	d'aquesta manera obera i la resta dels endurants.  Precisament d'aquest mossèn de mossèn	no
bueno	pa-008	969.25-973.75	clips/pa-008__bueno__969.25.wav	d24646b51717b8bb9da76f2016faa88f96798229f7ffde72e7d06d8b6224f1b4	qa-clips-base/pa-008__bueno__969_25_973_75.txt	40 anys, 80, doncs ara ens considerats com uns aixabrades que l'únic	no
bueno	pa-016	93.17-100.83	clips/pa-016__bueno__93.17.wav	bd8eea9705b9609def83d87cd68eea3797379713c24d294a03d6458fab682ef7	qa-clips-base/pa-016__bueno__93_17_100_83.txt	i la responsabilitat que tens per mi és, bon, imposer, clar que sí, jo no tinc...	no
bueno	pa-017	823.25-829.75	clips/pa-017__bueno__823.25.wav	a5df84eaf109b5eb7d1e483d28ac60461426ff4fff82890b1a896ad8a62edefc	qa-clips-base/pa-017__bueno__823_25_829_75.txt	Les dones ens deien, bueno, posmira.  Les han ficat aquí, les han aparcat una mica,  que faig en el que haïm de fer, però que caigui.	sí
bueno	pa-018	23.21-28.91	clips/pa-018__bueno__23.21.wav	07e745a86c519ae8077ca78d7614f6d6916175f6a5500c821061a58128fc4bab	qa-clips-base/pa-018__bueno__23_21_28_91.txt	i va posar a posar-ho a la malaltia de la pròpia de l'estat de la realitat.	no
bueno	pa-019	328.25-333.75	clips/pa-019__bueno__328.25.wav	f0818f297de7e1c3617c6d35201598ba1a00d71571802490b34f0268e5b4def5	qa-clips-base/pa-019__bueno__328_25_333_75.txt	Però no la curren aquesta, jo crec que ja ara m'imparàplau.  Home, però aquí veia que...	no
bueno	pa-020	13.57-19.47	clips/pa-020__bueno__13.57.wav	657918048bbefd1bb9b6c885b2d4181ac03146e37be677ac3c1d2a874abe0ee9	qa-clips-base/pa-020__bueno__13_57_19_47.txt	Potser va començar a parlar i vam veure amb l'àmbit.	no
bueno	pa-021	12.25-16.87	clips/pa-021__bueno__12.25.wav	caa7b27a9303c6a472d419c643ce71ba705f0b079f5db22863a73bd5090cdc6b	qa-clips-base/pa-021__bueno__12_25_16_87.txt	que pliga i, bueno, és ara, doncs, em van convidar-ho.	sí
bueno	pa-022	122.85-126.95	clips/pa-022__bueno__122.85.wav	67f0bb703016287592fac90bfe25a8f60063df63a68f142792da4ac6c3881044	qa-clips-base/pa-022__bueno__122_85_126_95.txt	que va ser amb arribat amb aquest punt ara toque.	no
bueno	pa-023	96.81-100.35	clips/pa-023__bueno__96.81.wav	a5060cba5237b03e06a31ac59d3c2da7f844f775c957bab83f464debd36d4230	qa-clips-base/pa-023__bueno__96_81_100_35.txt	de l'altosa de que n'hi he dit.	no
bueno	pa-024	147.29-152.07	clips/pa-024__bueno__147.29.wav	0cbbddeabb79e471879a20850096fdea4099f06d0856bb598ddcac2abfd101c2	qa-clips-base/pa-024__bueno__147_29_152_07.txt	de la societat i de l'oportunitat de l'oportunitat.	no
bueno	pa-025	909.25-914.07	clips/pa-025__bueno__909.25.wav	aaa7334c234912f5f5f3ac142822f42e1893fb62f45dd401fae17e9f72d3c32c	qa-clips-base/pa-025__bueno__909_25_914_07.txt	El que ens molestiu és el mateix moment.  El que ens molestiu és el mateix moment.	no
bueno	pa-026	194.89-200.75	clips/pa-026__bueno__194.89.wav	8f323763676772aa09ecc0d718b3823279d109261b715e10db20f69742e2bd21	qa-clips-base/pa-026__bueno__194_89_200_75.txt	i bueno, vam proposar, vam guanyar les eleccions avui tant o no.	sí
bueno	pa-027	35.13-40.47	clips/pa-027__bueno__35.13.wav	9d8ba029161adf8c61335b298092d1a09bc100a57a7c12c8ae9f809a4fc5bd1a	qa-clips-base/pa-027__bueno__35_13_40_47.txt	I jo crec que va ser un cop, però jo crec que va ser un cop.	no
bueno	pa-028	28.37-32.59	clips/pa-028__bueno__28.37.wav	4e443d28b496af155729ebcd512858e587bb47b3ffec5b2c269e1fc7c47dee12	qa-clips-base/pa-028__bueno__28_37_32_59.txt	no ho sé, no ho sé, no ho sé.  Per l'aname la gent de Llea i va anomenar.	no
bueno	pa-029	720.69-724.19	clips/pa-029__bueno__720.69.wav	b7ece43741bb6431ac4e75d71eac985b7c719c3cff2923d7a9578e6dbc7b1169	qa-clips-base/pa-029__bueno__720_69_724_19.txt	A més, menors, problemes que els dos són molt importants.	no
bueno	pa-030	459.05-463.07	clips/pa-030__bueno__459.05.wav	2cb82f32d38b1fb885a1cc1c84cfd73ec7a8ce9c7247caf463e3a50e61d9089b	qa-clips-base/pa-030__bueno__459_05_463_07.txt	però bueno, no seré jo qui va canviar. Moltes coses.	sí
bueno	pa-031	111.73-115.67	clips/pa-031__bueno__111.73.wav	ebeb26e6a45d5eb80e9dba66394a52dc7b487d2730f45da3082776541d155753	qa-clips-base/pa-031__bueno__111_73_115_67.txt	que jo pensava que les companys de la societat s'estava fent.	no
bueno	pa-032	44.73-50.63	clips/pa-032__bueno__44.73.wav	ecfa14d10598ee1565c45d37de1b5b8f2b856e8f98d2759d8ef79112535f895e	qa-clips-base/pa-032__bueno__44_73_50_63.txt	I bueno, l'últim bapsig que quatre que ens ho vam apuntar i van dir que era que fàcil.	sí
bueno	pa-034	33.81-39.07	clips/pa-034__bueno__33.81.wav	111155476ae7536943d7505f7b39639a6ba9adf8f97e6ba8a6cff1bf4ec5eb8a	qa-clips-base/pa-034__bueno__33_81_39_07.txt	Vaig continuar i vaig pujar les escales.	no
bueno	pa-035	195.49-202.11	clips/pa-035__bueno__195.49.wav	407b7e368e7e93f22b9df827c4fd303b5cdb9de07bb6943545a1d368e7b1b6bc	qa-clips-base/pa-035__bueno__195_49_202_11.txt	i jo vaig participar d'un amic, una mica.	no
bueno	pa-036	76.25-84.15	clips/pa-036__bueno__76.25.wav	c0c8a09da5c844ed2cdaf5ee1c39414b0640f3c416e0ef213081bab78ca74099	qa-clips-base/pa-036__bueno__76_25_84_15.txt	però quan ho sentíves per la gent que està ben directament implicant  a la vida política de primera línia, tant d'Espanya.	no
bueno	pa-037	105.29-124.79	clips/pa-037__bueno__105.29.wav	06492e67f98cb5ff6ac0d9ccce990af01b2ac560f6a02ec29f9173dfe995ec1d	qa-clips-base/pa-037__bueno__105_29_124_79.txt	d'acompanyar-se, d'acompanyar-se.	no
bueno	pa-038	874.61-878.11	clips/pa-038__bueno__874.61.wav	4c81a348cd3587cfa70a5c4df46491ebe90e94f97251eba1799d7846dfb84efe	qa-clips-base/pa-038__bueno__874_61_878_11.txt	Tima per rogue, bueno, vale, no?	sí
bueno	pa-039	530.89-537.23	clips/pa-039__bueno__530.89.wav	9e450f76456f7d3fdf8116ef8dfc3987cd0eb18b02b4e769c5f590276057b1cf	qa-clips-base/pa-039__bueno__530_89_537_23.txt	amb jo bastant, bueno, aquesta gent m'ha reaccionat  a la mateixa manera que els altres, per tant...	sí
bueno	pa-041	165.25-173.75	clips/pa-041__bueno__165.25.wav	6eb7647c17b2b69ef9c288119192a2480a8f02d7f3c0c6e33ba5dfa3c736203d	qa-clips-base/pa-041__bueno__165_25_173_75.txt	I quan tenies més en compte les peculiaritats endorranes econòmiques,	no
bueno	pa-043	0.00-3.75	clips/pa-043__bueno__0.00.wav	bd43cfd69016ec42cd71c369e39bc2384bbc326549b9f9e5bd888c80bf596a1c	qa-clips-base/pa-043__bueno__0_00_3_75.txt	Bueno, el 15 mes 15 era idea que he venido nada.	sí
bueno	pa-045	261.05-270.91	clips/pa-045__bueno__261.05.wav	2bcc819d098d9e8e57af9440438ab2f7cebca9e2117c2cfab404d2e98b45afb7	qa-clips-base/pa-045__bueno__261_05_270_91.txt	Fins i tot.  Bueno, sí.  És evident. No, és un bon...	sí
bueno	pa-046	128.01-131.51	clips/pa-046__bueno__128.01.wav	68199601a6ca3eb281cac90e1bb26d0453131abb1cde08ddf3b67ff3bfc07cb3	qa-clips-base/pa-046__bueno__128_01_131_51.txt	La veritat és que no s'ha de viure.	no
bueno	pa-048	227.17-233.03	clips/pa-048__bueno__227.17.wav	b512fb39edd9698dd627aef3e18224d02d038f00a6bb9f7b317dce49ebf17b16	qa-clips-base/pa-048__bueno__227_17_233_03.txt	Però no, però una l'aigua a la pedra.  La pedra ha fet de pedra, de cada mes.	no
bueno	pa-049	269.05-275.83	clips/pa-049__bueno__269.05.wav	c58b1a61ae62f2dca6f421353a24451bab30e09349c7af2034cf64428bd62b46	qa-clips-base/pa-049__bueno__269_05_275_83.txt	El vostre aviat de més filla de més de d'escola.  De més de d'escola.	no
bueno	pa-051	41.97-47.43	clips/pa-051__bueno__41.97.wav	2a38a9072fd6b3881a812426f46090b596ab60d548476dc08f1c988725232e12	qa-clips-base/pa-051__bueno__41_97_47_43.txt	Sempre les tils, quan hi vantes, fins que van moure el camp i que ja teníem...	no
bueno	pa-052	41.97-47.23	clips/pa-052__bueno__41.97.wav	2401ffa57294c6b4d966a1fb548363cb209d3408905f66768c0360c49bcc39da	qa-clips-base/pa-052__bueno__41_97_47_23.txt	i heu erro de dins de germans.	no
bueno	pa-054	51.69-55.75	clips/pa-054__bueno__51.69.wav	3f04ee88b4dc96889303168191c0c41c51d79e6f0af5a4e5ccac70a766474dae	qa-clips-base/pa-054__bueno__51_69_55_75.txt	I, bueno, és el primer fàjum i l'àmbit.	sí
bueno	pa-055	194.93-200.67	clips/pa-055__bueno__194.93.wav	176d5c02efbeac36ba192a77f2c38b0cefe6fd6ed962b8edb2bf482ccfcf7334	qa-clips-base/pa-055__bueno__194_93_200_67.txt	I bueno, ben proposa, ben poñales eleccions o buitant o nou.	sí
bueno	pa-056	458.97-462.83	clips/pa-056__bueno__458.97.wav	b383b3df457f61205bb32b28cc692be4fa3a980feb86bbf4e53ff2bb83bf75e0	qa-clips-base/pa-056__bueno__458_97_462_83.txt	Però bueno, no seré jo aquí va canvi, no? Moltes coses.	sí
bueno	pa-057	1128.89-1136.35	clips/pa-057__bueno__1128.89.wav	db5f0b2efd4acb04b7158c6944cb6d4a7170e5f450b3642b358e7ef9c75f56f4	qa-clips-base/pa-057__bueno__1128_89_1136_35.txt	o a tots els hidrasconten a la foto del consell d'aquí el moment.	no
bueno	pa-058	23.17-28.91	clips/pa-058__bueno__23.17.wav	30a474be1940ca88ec4ab6bd5b38edf5eef14c7146c1c2a62fe910b2c87ae37d	qa-clips-base/pa-058__bueno__23_17_28_91.txt	d'institució i a Bontes busquem a fer sis propostes,	no
bueno	pa-059	166.17-173.63	clips/pa-059__bueno__166.17.wav	a7e0aa9daf674fa219b0594acfe9eef9e1e6569f0e195ea30630eb14c9e97287	qa-clips-base/pa-059__bueno__166_17_173_63.txt	Tothom ens deia que naïm cap a una proporcional nacional,	no
bueno	pa-060	150.05-157.07	clips/pa-060__bueno__150.05.wav	10634bb11abd9ad0433e08d85d9cd0cdeb0be17fd403123cfd6d59784f61aaac	qa-clips-base/pa-060__bueno__150_05_157_07.txt	I no ho sé, no ho sé, no ho sé.	no
bueno	pa-061	171.05-174.55	clips/pa-061__bueno__171.05.wav	283d79af1ebf76f04471e7b544eb169abc7d95fa966f1e25723f36759b84bf47	qa-clips-base/pa-061__bueno__171_05_174_55.txt	-No, no, no, no, no.  -Amb una cançó.	no
bueno	pa-062	297.17-302.03	clips/pa-062__bueno__297.17.wav	abd725a816f45691bca20854a30d8755e97db9418067579f6df2e9bc5dd7f930	qa-clips-base/pa-062__bueno__297_17_302_03.txt	Diuen que és...  Bueno, ja una frase que diu el pot petit i a la bona confinada.	sí
bueno	pa-063	801.17-804.67	clips/pa-063__bueno__801.17.wav	fa649606ad3227584c38aa0f1a868faeb1edf402f62cfec02b58efc2b5bca3c2	qa-clips-base/pa-063__bueno__801_17_804_67.txt	i després buscar els temps, també, perquè els temes...	no
bueno	pa-065	1389.05-1393.75	clips/pa-065__bueno__1389.05.wav	88f28418eb8ecb704c8304edae29daffdd580009da4ac58c2a3d5def609b7194	qa-clips-base/pa-065__bueno__1389_05_1393_75.txt	Sí, sí.  No ho diuen, diuen que els cançats fan de feina.  No ho diuen.	no
bueno	pa-066	357.23-362.57	clips/pa-066__bueno__357.23.wav	8ed8e7a1a01fb2743b592fc06dad5b50f6e56f99256fe92029fa58f22ff2b7a7	qa-clips-base/pa-066__bueno__357_23_362_57.txt	periferia i, bueno, jo recordo de passat, si no.	sí
clar	pa-001	129.77-134.51	clips/pa-001__clar__129.77.wav	1908ef66ecd39e0bee1be361bede73f49a589cb68dd058c8028c4fda4fea905e	qa-clips-base/pa-001__clar__129_77_134_51.txt	No es vol dir que no haurà d'explicar el sistema de l'empar de dos culprències.	no
clar	pa-002	186.25-190.75	clips/pa-002__clar__186.25.wav	c6839448e8fb55f52873bb34d7f715f525e8e2e2d44ff10f147942bed8b0aa0c	qa-clips-base/pa-002__clar__186_25_190_75.txt	de llarga i que farò diferència de la tuts i de la pel·l.	no
clar	pa-003	451.89-459.15	clips/pa-003__clar__451.89.wav	991dca80dc0beb94fa67d90e36ed6e59db676d92cb368aaa0be0418a8b65fb97	qa-clips-base/pa-003__clar__451_89_459_15.txt	d'aquesta manera, i amb l'educació, amb persones.	no
clar	pa-005	155.93-159.99	clips/pa-005__clar__155.93.wav	a7f3758bf94fa8a725e2cea74402d6a35547dcdd957539843eabc13a33e0ee29	qa-clips-base/pa-005__clar__155_93_159_99.txt	La gent que estava clar no podia realitzar.	sí
clar	pa-006	379.25-383.75	clips/pa-006__clar__379.25.wav	8726400b517fb9572a5f0a9e3749e00bb4a4665506377ce8c3ebbb7416d88f6c	qa-clips-base/pa-006__clar__379_25_383_75.txt	si hi haguessin multaigua i molt poc aigua, per què clau.	no
clar	pa-007	344.25-349.75	clips/pa-007__clar__344.25.wav	863958a4a11fc83946d741de9a4ae8e2831044645b0c24c771b2b80aa539fa78	qa-clips-base/pa-007__clar__344_25_349_75.txt	Està clar que els polítics, pel nombre de carrers dedicats,	sí
clar	pa-008	841.25-846.75	clips/pa-008__clar__841.25.wav	ad7d6db8749635e60cb305eb402f3a82ebe0cf88f7ef0b9acd77ee72d1fd75b8	qa-clips-base/pa-008__clar__841_25_846_75.txt	Esclar, hem de pensar que els fallaïres que 87 van començar a tornar a cremar l'espai públic.	sí
clar	pa-009	99.25-105.75	clips/pa-009__clar__99.25.wav	efed7fab4d7e4e83e12e0fb597746b1ac7679d593a53f6d51461db5b4e90905d	qa-clips-base/pa-009__clar__99_25_105_75.txt	dels habitants del poble i de pobles vens, és clar, que hi havia el mestre campaneu al poble.	sí
clar	pa-010	334.85-339.35	clips/pa-010__clar__334.85.wav	5f880ecdc700d1894c240df5b3ff38246092008085ba9b90f26ff09bd4540f4e	qa-clips-base/pa-010__clar__334_85_339_35.txt	que ho són tan. Us arcojaré un parell d'exemplos i ho veureu més clar.	sí
clar	pa-014	978.45-982.95	clips/pa-014__clar__978.45.wav	218b4cc294a09e69e19befded6da6a06061fd0624734a0d30254857fcc6393a8	qa-clips-base/pa-014__clar__978_45_982_95.txt	m'he pogut mentir, perquè estan tot el que ens ha passat no ho sé d'emsoco.	no
