categoria	forma	id_persona	ocurrencia	start_s	end_s	interval_vtt	text_segment	font	estat
discurs	a veure	pa-032	1	213.200	217.440	213.200-217.440	A veure, l'una de la més grossa va ser perdre dels consellers.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-032	2	418.840	423.240	418.840-423.240	Pensàvem a veure si ara aquest ho podrà tot arrolar.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	aleshores	pa-032	1	79.840	86.440	79.840-86.440	i aleshores, els dos oponents es van posar d'acord al moment, al moment.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	aleshores	pa-032	2	294.000	299.560	294.000-299.560	Aleshores era el bunt, també, eh, era el bunt d'endorra, i...	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-032	1	45.480	49.880	45.480-49.880	I bueno, a l'últim vam ser a quatre, que ens ho vam apuntar i vam dir que era que passi,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-032	2	331.000	334.120	331.000-334.120	Bueno, és l'opter dels consellers es va canviar el sistema.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-032	3	395.320	399.960	395.320-399.960	Però, bueno, sempre hi havia idees que no agradava en tant,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-032	1	271.160	274.200	271.160-274.200	aquí, els pasos perduts, el cas d'aquí aniva bé un,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-032	2	299.640	304.840	299.640-304.840	"I, de vegades, quan va bé, dius ""ahora ens hem de posar"", no?"	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-032	3	308.800	311.600	308.800-311.600	Llavors es visquia bé, perquè llavors...	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-032	1	156.080	161.400	156.080-161.400	i clar, això ja li teníem posat al cap, això ja ho teníem.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-032	2	200.000	205.680	200.000-205.680	I, clar, hi havia coses que tampoc les volia aprendre jo sol,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-032	3	217.520	222.360	217.520-222.360	Aquesta, pues, clar, jo no volia seguir	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-032	4	240.840	243.720	240.840-243.720	I, clar, això va seguir, també,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-032	5	318.160	323.640	318.160-323.640	Això era i 5, doncs, clar, aquest bunt, i va ser-hi, eh.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-032	6	347.120	351.120	347.120-351.120	i llavors, clar, va entrar els partits.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-032	1	22.360	26.480	22.360-26.480	doncs van firmar un paper allà per presentar una candidatura,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-032	2	86.520	92.280	86.520-92.280	Doncs doncs vinga, vés-hi, li diu, l'altre oponent,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-032	3	86.520	92.280	86.520-92.280	Doncs doncs vinga, vés-hi, li diu, l'altre oponent,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-032	4	318.160	323.640	318.160-323.640	Això era i 5, doncs, clar, aquest bunt, i va ser-hi, eh.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-032	1	174.880	177.920	174.880-177.920	I llavors, de tant en tant, no sé quantes...	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-032	2	205.760	210.880	205.760-210.880	pensava, i llavors els cridava, el reunia, a dalt, el babot.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-032	3	236.040	240.760	236.040-240.760	Però llavors, en aquell moment, perdre dels consellers era important.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-032	4	308.800	311.600	308.800-311.600	Llavors es visquia bé, perquè llavors...	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-032	5	308.800	311.600	308.800-311.600	Llavors es visquia bé, perquè llavors...	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-032	6	323.720	328.120	323.720-328.120	I va ser-hi, aquí era llavors, ja veníven els anys abans, eh,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-032	7	328.200	330.920	328.200-330.920	però llavors, també, era i 5, i sí.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-032	8	337.000	343.160	337.000-343.160	Llavors van entre els partits, no n'hi havia, no n'hi havia de partits.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-032	1	299.640	304.840	299.640-304.840	"I, de vegades, quan va bé, dius ""ahora ens hem de posar"", no?"	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-032	2	427.000	432.840	427.000-432.840	Allò de desconfiar, potser va voler fer un punt dels seus, no?	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-032	1	9.960	14.320	9.960-14.320	perquè es tancava la porta a les set de la tarda	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-032	2	288.000	290.880	288.000-290.880	No, no, no, no, no, no, perquè no ho sé, eh,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-032	3	308.800	311.600	308.800-311.600	Llavors es visquia bé, perquè llavors...	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-032	4	351.200	357.320	351.200-357.320	Va entrar els partits, perquè va haver llista nacional i llista parroquial.	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-032	1	390.040	393.040	390.040-393.040	saps què vull dir, no és allò que n'he tingut un de dir,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-032	1	7.880	9.880	7.880-9.880	a dalt per l'Àquia d'Ordino,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-032	2	193.960	196.480	193.960-196.480	Tenia molt seguidors a dalt, a l'Ordino,	transcripcions/pa-032.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-033	1	7.360	10.040	7.360-10.040	que portàvem aquesta idea al cap, i doncs a nivell nacional,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-033	1	103.840	106.680	103.840-106.680	que ja estem bé com estem i no ho toquem, que tot es fa malbé,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-033	2	197.840	201.440	197.840-201.440	perquè era un bé pel poble i, bé, no es podia discutir	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-033	3	197.840	201.440	197.840-201.440	perquè era un bé pel poble i, bé, no es podia discutir	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-033	1	55.240	56.920	55.240-56.920	Es revia amb interès perquè, clar,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	de fet	pa-033	1	250.440	251.800	250.440-251.800	Ho capgira tot, de fet.	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-033	1	49.760	55.160	49.760-55.160	Doncs normalment es revia amb... amb interès, diguem.	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-033	2	117.640	121.000	117.640-121.000	Diguem que nosaltres teníem el Josep Maria Vell,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-033	3	232.920	239.360	232.920-239.360	però, diguem que a part de la nova reforma i poca més,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-033	1	7.360	10.040	7.360-10.040	que portàvem aquesta idea al cap, i doncs a nivell nacional,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-033	2	13.480	17.680	13.480-17.680	i que necessitàvem doncs definir els nostres...	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-033	3	28.800	31.720	28.800-31.720	I els copríncepts doncs per a els seus delegats	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-033	4	49.760	55.160	49.760-55.160	Doncs normalment es revia amb... amb interès, diguem.	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-033	5	114.960	117.560	114.960-117.560	doncs és una cosa que és normal.	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-033	1	72.280	75.600	72.280-75.600	I llavors, normalment, jo, la gent que més o menys va hi tractar,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-033	1	19.640	22.680	19.640-22.680	perquè recordeu que en aquella època encara els balles tenien	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-033	2	55.240	56.920	55.240-56.920	Es revia amb interès perquè, clar,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-033	3	133.520	136.360	133.520-136.360	el Devant i el FPD, és que ho treballaven perquè el Josep Maria Vell	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-033	4	197.840	201.440	197.840-201.440	perquè era un bé pel poble i, bé, no es podia discutir	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-033	1	57.000	61.880	57.000-61.880	vull dir, tothom veia les exigències	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-033	2	245.360	247.400	245.360-247.400	Vull dir que realment aquest és un dels moments àlgits	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-033	1	40.040	43.520	40.040-43.520	és a dir, un govern sense massa funcions,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-033	2	191.440	195.480	191.440-195.480	És a dir, aquesta mateixa oposició es va oposar a caldea de debat,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-033	3	210.520	212.880	210.520-212.880	És a dir, que era més per a enfrontament polític,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-033	4	229.120	232.840	229.120-232.840	És a dir, comprar els pareatges és una mica gross,	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-033	1	185.560	187.880	185.560-187.880	L'oposició realment a Escaldes va arribar un moment	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
territorial	parròquia	pa-033	1	216.440	220.440	216.440-220.440	i el benefici per la parròquia i pel país.	transcripcions/pa-033.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-034	1	144.560	148.160	144.560-148.160	Per tant, vull dir, més que a nivell familiar,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-034	2	148.240	151.880	148.240-151.880	va ser a nivell, vull dir, d'amistat, vull dir, a nivell d'amistat.	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-034	3	148.240	151.880	148.240-151.880	va ser a nivell, vull dir, d'amistat, vull dir, a nivell d'amistat.	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-034	4	154.320	157.480	154.320-157.480	com a conseller, però a nivell de casa,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-034	5	157.560	160.360	157.560-160.360	a nivell familiar sí, vull dir, altres persones,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-034	6	418.640	420.640	418.640-420.640	a nivell de demanar, vull dir, informació.	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-034	7	450.840	455.440	450.840-455.440	que els que potser fèiem més pinya, vull dir, a nivell de la parròquia,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a nivell	pa-034	8	500.760	503.080	500.760-503.080	a nivell polític, perquè, clar, vull dir,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-034	1	94.800	99.640	94.800-99.640	em va venir a veure, perquè, clar, ja s'havia de començar a preparar,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-034	2	101.280	104.680	101.280-104.680	"i em va venir a veure i em va dir, ""Bueno, hi ha un projecte de país"	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-034	3	337.520	341.920	337.520-341.920	A veure, a la comissió constituent de la Parloca de Canillo,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-034	4	574.000	577.480	574.000-577.480	i deia, a veure si la pudeu treure, aquesta paraula, no?,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-034	5	730.800	733.440	730.800-733.440	Jo, a veure, des del primer moment,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-034	6	747.600	750.000	747.600-750.000	"que dius, ""Bé, a veure si serem tots"","	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-034	7	882.760	885.320	882.760-885.320	"""Bueno, a veure, això no és gent de sèrio que esteu fent""."	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-034	1	34.560	38.320	34.560-38.320	"i vaig dir, ""Bueno, vaig continuar, vaig pujar les escales,"	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-034	2	69.080	71.080	69.080-71.080	"de dir, ""Bueno, això és com una manifestació,"	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-034	3	86.920	90.560	86.920-90.560	I, bueno, es va quedar, més o menys, una mica la cosa aquí,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-034	4	101.280	104.680	101.280-104.680	"i em va venir a veure i em va dir, ""Bueno, hi ha un projecte de país"	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-034	5	125.400	127.600	125.400-127.600	"""Bueno, potser aquí anem amb un canvi."""	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-034	6	131.760	137.200	131.760-137.200	I, per tant, bueno, ja comencem a parlar, vull dir, de grups,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-034	7	219.160	223.160	219.160-223.160	Llavors, bueno, vam començar a preparar, vull dir, el programa,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-034	8	247.960	252.160	247.960-252.160	"I tot això és el que em va animar a dir, ""Bueno, pues vale, pues sí""."	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-034	1	19.600	22.400	19.600-22.400	podia passar bé alguna cosa, unes plancartes,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-034	2	83.000	86.840	83.000-86.840	I bé, va passar la dissolució, tot, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-034	3	173.480	177.040	173.480-177.040	per tant, la part política, vull dir, està bé, una mica lluny, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-034	4	192.080	197.840	192.080-197.840	El país, vull dir, ho necessitava, vull dir, que està bé fent la reformeta.	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-034	5	276.040	278.560	276.040-278.560	Però, bé, vull dir, em vaig creure el projecte,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-034	6	316.480	319.760	316.480-319.760	"de dir, ""Bé, doncs hem d'anar cap aquí, cap aquí""."	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-034	7	354.720	359.400	354.720-359.400	Bé, vull dir, la informació potser m'arribava per d'altres llocs,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-034	8	458.760	463.080	458.760-463.080	potser la informació els hi arribà bé o més aviat, no?,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-034	1	55.800	58.960	55.800-58.960	I, clar, quan vaig arribar aquí a la sala dels passos perdurs,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-034	2	63.200	66.760	63.200-66.760	Llavors, clar, em van explicar una mica, i em vaig quedar.	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-034	3	94.800	99.640	94.800-99.640	em va venir a veure, perquè, clar, ja s'havia de començar a preparar,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-034	4	120.080	122.880	120.080-122.880	que clar, que era molt, vull dir, la cosa molt tancada, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-034	5	255.320	257.840	255.320-257.840	El país, doncs clar, vull dir, ho necessita,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-034	6	345.360	348.600	345.360-348.600	Clar, d'alguna manera, no era del meu partit,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-034	7	361.680	364.160	361.680-364.160	És a dir, clar, jo no feia reunions,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-034	8	372.640	376.920	372.640-376.920	Per tant, moltes vegades, vull dir, perquè clar, era dir,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-034	1	505.200	507.760	505.200-507.760	moltes persones de la quarantena, diguem, no?,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-034	1	111.280	115.480	111.280-115.480	"la política que es feia, que era, doncs això, casa tal, casa tal."""	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-034	2	115.560	120.000	115.560-120.000	I que no hi havia, doncs, una manera de compartir o de diàleg,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-034	3	255.320	257.840	255.320-257.840	El país, doncs clar, vull dir, ho necessita,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-034	4	316.480	319.760	316.480-319.760	"de dir, ""Bé, doncs hem d'anar cap aquí, cap aquí""."	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-034	5	463.160	466.760	463.160-466.760	o una informació, doncs, bueno, vull dir, més fluida,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-034	6	473.680	476.840	473.680-476.840	doncs, vull dir, amb un nivell, vull dir, dels 28, no?,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-034	7	482.680	486.960	482.680-486.960	"""Jo, d'això, doncs, no tinc aquest record d'haver-ho viscut,"	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-034	8	489.560	492.320	489.560-492.320	En suposo que aquí sí que hi va bé, doncs, balla,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-034	1	29.920	31.920	29.920-31.920	Llavors vaig pujar, vaig veure, però esclar,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-034	2	63.200	66.760	63.200-66.760	Llavors, clar, em van explicar una mica, i em vaig quedar.	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-034	3	122.960	125.320	122.960-125.320	Llavors vam començar a parlar i vaig veure dir,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-034	4	219.160	223.160	219.160-223.160	Llavors, bueno, vam començar a preparar, vull dir, el programa,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-034	5	395.040	398.720	395.040-398.720	Perquè llavors sí que tots quatre van fer el porta-a-port, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-034	6	404.800	407.200	404.800-407.200	Vull dir, clar, llavors, entrada va m'entrar, vull dir,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-034	7	409.360	413.120	409.360-413.120	Llavors, això, els primers mesos, suposo que va influir una mica,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-034	8	420.720	423.880	420.720-423.880	Llavors, moltes vegades, clar, anava demanant informació,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-034	1	83.000	86.840	83.000-86.840	I bé, va passar la dissolució, tot, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-034	2	120.080	122.880	120.080-122.880	que clar, que era molt, vull dir, la cosa molt tancada, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-034	3	173.480	177.040	173.480-177.040	per tant, la part política, vull dir, està bé, una mica lluny, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-034	4	182.080	184.080	182.080-184.080	serà sempre, vull dir, el Pepito, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-034	5	188.120	192.000	188.120-192.000	de que s'havia d'anar segurament amb una Constitució, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-034	6	208.600	212.720	208.600-212.720	i per tant, vull anar a buscar més persones que s'hi podien adquirir, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-034	7	212.800	217.000	212.800-217.000	I, vull dir, vaig ser una d'aquestes persones, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-034	8	217.080	219.080	217.080-219.080	I així vaig començar, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-034	1	1106.840	1110.000	1106.840-1110.000	perquè, o sigui, acabarem molt tard, oi, oi, oi, oi...	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-034	1	131.760	137.200	131.760-137.200	I, per tant, bueno, ja comencem a parlar, vull dir, de grups,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-034	2	144.560	148.160	144.560-148.160	Per tant, vull dir, més que a nivell familiar,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-034	3	173.480	177.040	173.480-177.040	per tant, la part política, vull dir, està bé, una mica lluny, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-034	4	208.600	212.720	208.600-212.720	i per tant, vull anar a buscar més persones que s'hi podien adquirir, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-034	5	312.960	316.400	312.960-316.400	Per tant, d'alguna manera, el que ells ens deien,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-034	6	350.760	354.640	350.760-354.640	Per tant, això no era un handicap, però sí que...	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-034	7	372.640	376.920	372.640-376.920	Per tant, moltes vegades, vull dir, perquè clar, era dir,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-034	8	988.560	991.000	988.560-991.000	una revolució per endorro, no?, i que, per tant,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-034	1	52.600	55.720	52.600-55.720	Continuo pujant o marxo, perquè aquí alguna cosa deu passar.	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-034	2	94.800	99.640	94.800-99.640	em va venir a veure, perquè, clar, ja s'havia de començar a preparar,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-034	3	106.120	108.720	106.120-108.720	"I jo, d'entrada, li vaig dir, ""No, perquè jo, la política,"	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-034	4	257.920	259.920	257.920-259.920	perquè és el que m'està ben explicant d'allò.	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-034	5	281.680	284.600	281.680-284.600	I sobretot perquè ja era això, de dir,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-034	6	372.640	376.920	372.640-376.920	Per tant, moltes vegades, vull dir, perquè clar, era dir,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-034	7	382.760	387.920	382.760-387.920	Perquè, clar, el fondo sí que tots teníem el mateix objectiu,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-034	8	395.040	398.720	395.040-398.720	Perquè llavors sí que tots quatre van fer el porta-a-port, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-034	1	59.040	60.760	59.040-60.760	estava, vull dir, de goma a goma,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-034	2	71.160	75.560	71.160-75.560	jo vaig viure, vull dir, el maig del 68 a França,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-034	3	77.040	80.840	77.040-80.840	"i en aquell moment, no sé, vaig dir, ""Mira, vull dir, aquí passa alguna cosa."""	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-034	4	80.920	82.920	80.920-82.920	"""Vull dir, hi hem de ser-hi."""	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-034	5	99.720	101.200	99.720-101.200	vull dir, les candidatures,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-034	6	120.080	122.880	120.080-122.880	que clar, que era molt, vull dir, la cosa molt tancada, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-034	7	127.680	129.600	127.680-129.600	"""Anem amb un canvi, vull dir, d'obertura,"	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	vull dir	pa-034	8	131.760	137.200	131.760-137.200	I, per tant, bueno, ja comencem a parlar, vull dir, de grups,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-034	1	319.840	322.720	319.840-322.720	És a dir, jo no tenia cap dubte, no?	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-034	2	361.680	364.160	361.680-364.160	És a dir, clar, jo no feia reunions,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-034	3	1142.520	1144.240	1142.520-1144.240	perquè no van complir, és a dir,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-034	1	137.280	142.000	137.280-142.000	ens hem d'adonir, vull dir, hem de buscar el nom d'un partit de Canillo,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-034	2	284.680	289.720	284.680-289.720	"""Va, ja hem format el grup de Progrés Unió Senyor Progrés de Canillo""."	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-034	3	337.520	341.920	337.520-341.920	A veure, a la comissió constituent de la Parloca de Canillo,	transcripcions/pa-034.vtt	ASR temporal; pendent d'audicio
