id_persona	categoria	candidat	referencia	indicador_automatic	estat_indicador	observacio_auditiva
pa-025	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-025	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-025	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-025	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-025	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=1;comuns=3;copríncep=4;coprínceps=4;veguer=3;comunals=1;Ordino=1;Escaldes=3;Massana=2;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-025	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=1;comuns=3;copríncep=4;coprínceps=4;veguer=3;comunals=1;Ordino=1;Escaldes=3;Massana=2;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-025	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=1;comuns=3;copríncep=4;coprínceps=4;veguer=3;comunals=1;Ordino=1;Escaldes=3;Massana=2;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-025	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=98 (ASR)	indicador textual; validar àudio	
pa-025	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=3;bueno=8;clar=9;doncs=13;aleshores=5;de fet=2;és a dir=7;o sigui=1;vull dir=1;a veure=4;diguem=3;evidentment=4;perquè=39;per tant=6;no?=5	indicador textual; validar àudio	
pa-025	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=110.17; f0_sd_hz=85.39; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-025	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-025	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-026	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-026	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-026	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-026	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-026	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-026	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-026	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-026	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-026	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-026	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-026	lèxic	variants occidentals	ALDC; Veny	formes_territorials=copríncep=1;comunals=1;Canillo=1;Ordino=1;Escaldes=3;Massana=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-026	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=copríncep=1;comunals=1;Canillo=1;Ordino=1;Escaldes=3;Massana=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-026	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=copríncep=1;comunals=1;Canillo=1;Ordino=1;Escaldes=3;Massana=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-026	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=187 (ASR)	indicador textual; validar àudio	
pa-026	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=23;bueno=24;clar=10;doncs=11;llavors=15;és a dir=1;o sigui=4;vull dir=2;a veure=8;evidentment=1;perquè=33;per tant=1;a nivell=3;no?=26	indicador textual; validar àudio	
pa-026	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=172.05; f0_sd_hz=447.72; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-026	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-026	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-027	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-027	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-027	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-027	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-027	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-027	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-027	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-027	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-027	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-027	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-027	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=4;comuns=3;coprínceps=1;veguer=1;Canillo=8;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-027	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=4;comuns=3;coprínceps=1;veguer=1;Canillo=8;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-027	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=4;comuns=3;coprínceps=1;veguer=1;Canillo=8;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-027	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=66 (ASR)	indicador textual; validar àudio	
pa-027	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=6;bueno=7;clar=11;doncs=10;llavors=8;de fet=3;és a dir=6;o sigui=1;vull dir=5;diguem=1;evidentment=1;perquè=17;per tant=6;no?=4	indicador textual; validar àudio	
pa-027	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=156.24; f0_sd_hz=89.40; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-027	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-027	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-028	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-028	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-028	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-028	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-028	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-028	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-028	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-028	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-028	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-028	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-028	lèxic	variants occidentals	ALDC; Veny	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-028	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-028	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-028	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=20 (ASR)	indicador textual; validar àudio	
pa-028	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=3;bueno=12;clar=2;doncs=2;llavors=3;de fet=1;diguem=1;perquè=7;no?=3	indicador textual; validar àudio	
pa-028	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=32.23; f0_sd_hz=48.63; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-028	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-028	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-029	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-029	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-029	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-029	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-029	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-029	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-029	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-029	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-029	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-029	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-029	lèxic	variants occidentals	ALDC; Veny	formes_territorials=comuns=1;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-029	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=comuns=1;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-029	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=comuns=1;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-029	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=110 (ASR)	indicador textual; validar àudio	
pa-029	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=14;bueno=2;clar=1;doncs=17;llavors=8;és a dir=3;o sigui=2;a veure=2;diguem=1;perquè=21;a nivell=4;no?=3	indicador textual; validar àudio	
pa-029	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=191.39; f0_sd_hz=123.35; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-029	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-029	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-030	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-030	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-030	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-030	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-030	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-030	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-030	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-030	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-030	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-030	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-030	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=1;coprínceps=1;Canillo=2;Ordino=10;Massana=2;Sant Julià=2 (ASR)	candidat lèxic; validar àudio	
pa-030	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=1;coprínceps=1;Canillo=2;Ordino=10;Massana=2;Sant Julià=2 (ASR)	candidat lèxic; validar àudio	
pa-030	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=1;coprínceps=1;Canillo=2;Ordino=10;Massana=2;Sant Julià=2 (ASR)	candidat lèxic; validar àudio	
pa-030	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=88 (ASR)	indicador textual; validar àudio	
pa-030	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=8;bueno=3;clar=9;doncs=7;llavors=2;aleshores=2;és a dir=10;o sigui=1;vull dir=1;a veure=1;evidentment=4;perquè=25;per tant=10;no?=11	indicador textual; validar àudio	
pa-030	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=138.96; f0_sd_hz=102.45; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-030	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-030	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-031	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-031	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-031	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-031	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-031	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-031	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-031	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-031	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-031	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-031	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-031	lèxic	variants occidentals	ALDC; Veny	formes_territorials=Canillo=1;Massana=1 (ASR)	candidat lèxic; validar àudio	
pa-031	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=Canillo=1;Massana=1 (ASR)	candidat lèxic; validar àudio	
pa-031	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=Canillo=1;Massana=1 (ASR)	candidat lèxic; validar àudio	
pa-031	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=75 (ASR)	indicador textual; validar àudio	
pa-031	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=2;bueno=13;clar=4;doncs=1;aleshores=7;de fet=1;vull dir=2;a veure=2;perquè=16	indicador textual; validar àudio	
pa-031	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=143.87; f0_sd_hz=84.61; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-031	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-031	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-032	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-032	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-032	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-032	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-032	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-032	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-032	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-032	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-032	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-032	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-032	lèxic	variants occidentals	ALDC; Veny	formes_territorials=Ordino=2 (ASR)	candidat lèxic; validar àudio	
pa-032	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=Ordino=2 (ASR)	candidat lèxic; validar àudio	
pa-032	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=Ordino=2 (ASR)	candidat lèxic; validar àudio	
pa-032	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=40 (ASR)	indicador textual; validar àudio	
pa-032	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=3;bueno=3;clar=6;doncs=4;llavors=11;aleshores=2;vull dir=1;a veure=2;perquè=4;no?=2	indicador textual; validar àudio	
pa-032	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=65.89; f0_sd_hz=68.73; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-032	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-032	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-033	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-033	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-033	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-033	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-033	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-033	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-033	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-033	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-033	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-033	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-033	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-033	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-033	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-033	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=18 (ASR)	indicador textual; validar àudio	
pa-033	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=3;clar=1;doncs=5;llavors=1;de fet=1;és a dir=4;vull dir=2;diguem=3;perquè=4;a nivell=1	indicador textual; validar àudio	
pa-033	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=181.07; f0_sd_hz=122.26; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-033	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-033	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-034	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-034	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-034	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-034	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-034	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-034	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-034	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-034	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-034	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-034	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-034	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=2;comú=1;Canillo=5;Massana=1 (ASR)	candidat lèxic; validar àudio	
pa-034	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=2;comú=1;Canillo=5;Massana=1 (ASR)	candidat lèxic; validar àudio	
pa-034	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=2;comú=1;Canillo=5;Massana=1 (ASR)	candidat lèxic; validar àudio	
pa-034	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=116 (ASR)	indicador textual; validar àudio	
pa-034	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=25;bueno=26;clar=57;doncs=28;llavors=25;és a dir=3;o sigui=1;vull dir=156;a veure=7;diguem=1;perquè=32;per tant=14;a nivell=9;no?=109	indicador textual; validar àudio	
pa-034	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=131.84; f0_sd_hz=98.90; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-034	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-034	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-035	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-035	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-035	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-035	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-035	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-035	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-035	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-035	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-035	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-035	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-035	lèxic	variants occidentals	ALDC; Veny	formes_territorials=comú=1;comuns=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-035	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=comú=1;comuns=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-035	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=comú=1;comuns=1;Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-035	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=92 (ASR)	indicador textual; validar àudio	
pa-035	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=3;bueno=1;clar=2;doncs=2;és a dir=1;a veure=2;evidentment=1;perquè=7	indicador textual; validar àudio	
pa-035	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=89.82; f0_sd_hz=75.77; pausa_mediana_s=0.10	descriptor acústic; no és tret confirmat	
pa-035	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-035	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-036	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-036	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-036	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-036	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-036	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-036	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-036	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-036	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-036	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-036	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-036	lèxic	variants occidentals	ALDC; Veny	formes_territorials=comú=5;copríncep=1;Canillo=1;Ordino=1;Escaldes=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-036	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=comú=5;copríncep=1;Canillo=1;Ordino=1;Escaldes=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-036	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=comú=5;copríncep=1;Canillo=1;Ordino=1;Escaldes=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-036	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=81 (ASR)	indicador textual; validar àudio	
pa-036	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=4;bueno=3;clar=5;doncs=1;llavors=1;vull dir=1;a veure=1;evidentment=4;perquè=22;per tant=2;a nivell=1	indicador textual; validar àudio	
pa-036	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=156.51; f0_sd_hz=163.61; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-036	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-036	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-037	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-037	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-037	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-037	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-037	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-037	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-037	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-037	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-037	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
