id_parlant	forma	n_ocurrencies	present	estat
spk-059	llavors	1	sí	small; pendent d’audició
spk-059	o sigui	0	no	small; pendent d’audició
spk-059	perquè	1	sí	small; pendent d’audició
spk-059	reformeta	0	no	small; pendent d’audició
spk-059	tirar endavant	0	no	small; pendent d’audició
spk-059	vull dir	0	no	small; pendent d’audició
spk-059	és a dir	1	sí	small; pendent d’audició
spk-060	a nivell	0	no	small; pendent d’audició
spk-060	a veure	0	no	small; pendent d’audició
spk-060	aleshores	0	no	small; pendent d’audició
spk-060	aviam	0	no	small; pendent d’audició
spk-060	bueno	0	no	small; pendent d’audició
spk-060	bé	0	no	small; pendent d’audició
spk-060	clar	0	no	small; pendent d’audició
spk-060	crec	0	no	small; pendent d’audició
spk-060	de fet	0	no	small; pendent d’audició
spk-060	diguem	0	no	small; pendent d’audició
spk-060	doncs	0	no	small; pendent d’audició
spk-060	ensenyança	0	no	small; pendent d’audició
spk-060	evidentment	0	no	small; pendent d’audició
spk-060	llavors	0	no	small; pendent d’audició
spk-060	o sigui	0	no	small; pendent d’audició
spk-060	perquè	0	no	small; pendent d’audició
spk-060	reformeta	0	no	small; pendent d’audició
spk-060	tirar endavant	0	no	small; pendent d’audició
spk-060	vull dir	0	no	small; pendent d’audició
spk-060	és a dir	0	no	small; pendent d’audició
