model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
base	discurs	a nivell	213	684.120	689.880	0.0000	doncs això, a nivell de les eleccions s'ha d'anar amb molta prudència,	candidat ASR; pendent d'audició
base	discurs	doncs	213	684.120	689.880	0.0000	doncs això, a nivell de les eleccions s'ha d'anar amb molta prudència,	candidat ASR; pendent d'audició
base	discurs	a veure	214	689.960	693.600	0.0000	i nosaltres estem treballant a fer molts més uns que treballem a veure què tal.	candidat ASR; pendent d'audició
base	discurs	a nivell	218	702.880	705.040	0.0000	A nivell d'encàm, a nivell d'encàm.	candidat ASR; pendent d'audició
base	discurs	clar	221	712.520	715.280	0.0000	És clar, s'ha d'impulsar un canvi.	candidat ASR; pendent d'audició
base	discurs	llavors	222	715.360	718.200	0.0000	Llavors, si hi ha persones amb diferents sensibilitats	candidat ASR; pendent d'audició
base	discurs	perquè	224	720.200	722.200	0.0000	perquè, al final, els polítics,	candidat ASR; pendent d'audició
base	discurs	perquè	226	726.280	727.960	0.0000	Perquè una promesa és un deuta,	candidat ASR; pendent d'audició
base	discurs	és a dir	227	728.040	731.680	0.0000	que deia confusius, és veritat, és a dir, una promesa és un deuta.	candidat ASR; pendent d'audició
base	discurs	clar	229	734.760	737.000	0.0000	Clar, no es pot enganyar la gent.	candidat ASR; pendent d'audició
base	discurs	per tant	230	737.080	739.680	0.0000	Per tant, nosaltres demanem això.	candidat ASR; pendent d'audició
base	discurs	clar	237	754.800	755.760	0.0000	Sí, clar.	candidat ASR; pendent d'audició
base	discurs	no?	238	755.840	757.120	0.0000	Els militants al seu partit, no?	candidat ASR; pendent d'audició
base	discurs	no?	240	760.160	762.160	0.0000	Les vingem a la muntanya, no?	candidat ASR; pendent d'audició
base	discurs	perquè	247	777.160	780.000	0.0000	De dir, hi ha veritat de vacunar-se o no, perquè he de fer-te.	candidat ASR; pendent d'audició
base	discurs	perquè	249	782.760	786.520	0.0000	Perquè a més a més, faiget m'ha reconèixer que la vacuna no impidia,	candidat ASR; pendent d'audició
base	discurs	clar	251	789.880	793.800	0.0000	Doncs la gent, clar, que s'ha afiliat el partit,	candidat ASR; pendent d'audició
base	discurs	doncs	251	789.880	793.800	0.0000	Doncs la gent, clar, que s'ha afiliat el partit,	candidat ASR; pendent d'audició
base	discurs	perquè	260	820.960	825.040	0.0000	perquè fins les 10 aquí ens podem esplegar.	candidat ASR; pendent d'audició
base	discurs	a veure	262	828.320	829.960	0.0000	o s'espera a veure qui n'acorcerà.	candidat ASR; pendent d'audició
base	discurs	bueno	264	832.240	836.440	0.0000	Bueno, nosaltres fa temps que diem que a la Unió Europea	candidat ASR; pendent d'audició
base	discurs	bueno	266	839.760	844.000	0.0000	I què passa, bueno, el 2015 ja ho deia,	candidat ASR; pendent d'audició
base	discurs	a nivell	268	846.160	848.400	0.0000	i nosaltres, a nivell del programa electoral, vam dir,	candidat ASR; pendent d'audició
base	discurs	clar	272	858.880	863.400	0.0000	Què passa, que, clar, i ara ho vam veure quan el cap de govern	candidat ASR; pendent d'audició
base	discurs	evidentment	275	869.800	873.000	0.0000	Jo, evidentment, per cortesia, per la manta i amb ella accepta l'invitació,	candidat ASR; pendent d'audició
base	discurs	bueno	278	881.360	883.200	0.0000	i que el cap de govern ens diu, bueno,	candidat ASR; pendent d'audició
base	discurs	clar	283	894.760	898.120	0.0000	perquè, clar, si una persona és queixa el tribunal europeu,	candidat ASR; pendent d'audició
base	discurs	perquè	283	894.760	898.120	0.0000	perquè, clar, si una persona és queixa el tribunal europeu,	candidat ASR; pendent d'audició
base	discurs	clar	286	902.440	905.120	0.0000	Clar, hi ha molts dubtes, hi ha molts dubtes.	candidat ASR; pendent d'audició
base	discurs	clar	288	909.280	913.480	0.0000	Clar, tenim la seguritat que tenim, per què tenim filtres?	candidat ASR; pendent d'audició
base	discurs	clar	292	921.320	925.600	0.0000	Perquè jo li vaig dir, clar, imaginat quanta gent tindria un maquí	candidat ASR; pendent d'audició
base	discurs	perquè	292	921.320	925.600	0.0000	Perquè jo li vaig dir, clar, imaginat quanta gent tindria un maquí	candidat ASR; pendent d'audició
base	discurs	bueno	296	933.400	937.840	0.0000	Bueno, d'acord, viuen això al cap de govern a la taula del pacte d'estat.	candidat ASR; pendent d'audició
base	discurs	bé	298	939.520	942.120	0.0000	Preguntem a la ministra a estar molt bé.	candidat ASR; pendent d'audició
base	discurs	per tant	301	950.880	954.800	0.0000	Per tant, quan hi ha contradiccions i cins...	candidat ASR; pendent d'audició
base	discurs	bé	316	1000.600	1003.240	0.0000	que està molt bé el control és millor.	candidat ASR; pendent d'audició
base	discurs	no?	318	1004.760	1006.240	0.0000	No pot controlar des de dintre, no?	candidat ASR; pendent d'audició
base	discurs	clar	322	1017.320	1022.000	0.0000	Però, clar, quan veiem les contradiccions que fan o a vegades,	candidat ASR; pendent d'audició
base	discurs	perquè	323	1022.080	1024.320	0.0000	perquè tot tot no pot pensar amb tot.	candidat ASR; pendent d'audició
base	discurs	doncs	329	1038.160	1039.960	0.0000	Doncs no es pot pensar amb tot.	candidat ASR; pendent d'audició
base	discurs	per tant	330	1040.040	1044.280	0.0000	Per tant, és bo, intercambiar, posicionaments,	candidat ASR; pendent d'audició
base	discurs	clar	332	1047.680	1050.960	0.0000	perquè, clar, al final, no poden pensar amb tot.	candidat ASR; pendent d'audició
base	discurs	perquè	332	1047.680	1050.960	0.0000	perquè, clar, al final, no poden pensar amb tot.	candidat ASR; pendent d'audició
base	discurs	és a dir	334	1054.320	1056.920	0.0000	És a dir, la UE dona molta documentació,	candidat ASR; pendent d'audició
base	discurs	clar	336	1059.200	1062.880	0.0000	Clar, nosaltres fa 9 anys el consell que demanem als estudis d'impacte.	candidat ASR; pendent d'audició
base	discurs	clar	345	1088.960	1092.360	0.0000	I el tema de la fiscalitat està sobre de la taula, clar.	candidat ASR; pendent d'audició
base	discurs	clar	346	1092.440	1093.600	0.0000	No ho veuen, clar.	candidat ASR; pendent d'audició
base	discurs	clar	352	1108.600	1111.240	0.0000	I per tant, clar, normalment...	candidat ASR; pendent d'audició
base	discurs	per tant	352	1108.600	1111.240	0.0000	I per tant, clar, normalment...	candidat ASR; pendent d'audició
base	discurs	perquè	360	1131.080	1133.600	0.0000	Perquè el fa una persona o una empresa...	candidat ASR; pendent d'audició
base	discurs	bé	361	1133.680	1136.360	0.0000	Bé, li poso un exemple, a mi li soc molt futbolero.	candidat ASR; pendent d'audició
base	discurs	bueno	366	1145.480	1147.680	0.0000	Bueno, els estudis d'impacte.	candidat ASR; pendent d'audició
base	discurs	és a dir	383	1182.840	1185.680	0.0000	És a dir, jo estudio els docies, de manera generat.	candidat ASR; pendent d'audició
base	discurs	clar	385	1188.680	1190.720	0.0000	perquè, clar, hi havia perceptions.	candidat ASR; pendent d'audició
base	discurs	perquè	385	1188.680	1190.720	0.0000	perquè, clar, hi havia perceptions.	candidat ASR; pendent d'audició
base	discurs	a nivell	386	1190.800	1193.760	0.0000	Percepcions a nivell de carrer, a nivell de les empreses,	candidat ASR; pendent d'audició
base	discurs	doncs	389	1197.800	1199.520	0.0000	doncs cada sector d'activitat.	candidat ASR; pendent d'audició
base	discurs	bueno	390	1200.600	1202.080	0.0000	Què van veure, ben i, bueno?	candidat ASR; pendent d'audició
base	discurs	clar	393	1208.920	1210.360	0.0000	perquè, clar, el govern era...	candidat ASR; pendent d'audició
base	discurs	perquè	393	1208.920	1210.360	0.0000	perquè, clar, el govern era...	candidat ASR; pendent d'audició
base	discurs	és a dir	397	1218.520	1221.240	0.0000	És a dir, la qüestió era firmar la cor de associació,	candidat ASR; pendent d'audició
base	discurs	perquè	399	1224.880	1226.240	0.0000	Perquè són coses factuals.	candidat ASR; pendent d'audició
base	discurs	clar	400	1226.760	1230.320	0.0000	Les coses factuals, clar, no hi ha interpretació possible.	candidat ASR; pendent d'audició
base	discurs	doncs	402	1231.840	1235.600	0.0000	I per tant, és van veure, doncs, al peri,	candidat ASR; pendent d'audició
base	discurs	per tant	402	1231.840	1235.600	0.0000	I per tant, és van veure, doncs, al peri,	candidat ASR; pendent d'audició
base	discurs	clar	404	1238.000	1240.640	0.0000	van veure que, també, el tema fiscal no era molt clar,	candidat ASR; pendent d'audició
base	discurs	perquè	405	1240.720	1244.600	0.0000	perquè, perquè estrenen empreses exportadores que no paguen impostos,	candidat ASR; pendent d'audició
base	discurs	no?	409	1256.560	1258.920	0.0000	Poces empreses de l'huentenilla, si no hi cap res, no?	candidat ASR; pendent d'audició
base	discurs	bé	412	1264.120	1266.240	0.0000	I ja ho és, clar, és en estudiat molt bé.	candidat ASR; pendent d'audició
base	discurs	clar	412	1264.120	1266.240	0.0000	I ja ho és, clar, és en estudiat molt bé.	candidat ASR; pendent d'audició
base	discurs	clar	413	1266.320	1269.360	0.0000	I els banks, els banks de Monaco, van dir, però, clar,	candidat ASR; pendent d'audició
base	discurs	clar	416	1276.240	1278.520	0.0000	perquè, clar, és van ser un estudi	candidat ASR; pendent d'audició
base	discurs	perquè	416	1276.240	1278.520	0.0000	perquè, clar, és van ser un estudi	candidat ASR; pendent d'audició
base	discurs	per tant	419	1284.520	1287.440	0.0000	I per tant, hem de mirar la nostra petita,	candidat ASR; pendent d'audició
base	discurs	perquè	424	1297.040	1299.040	0.0000	Perquè vostè ja m'ha dit que no hi creu.	candidat ASR; pendent d'audició
base	discurs	bueno	427	1306.760	1308.440	0.0000	Bueno, nosaltres vam treballar.	candidat ASR; pendent d'audició
base	discurs	perquè	429	1310.400	1312.920	0.0000	i no veus l'encai que vam posar el programa lecturà perquè diuen treballat.	candidat ASR; pendent d'audició
base	discurs	clar	434	1325.160	1327.120	0.0000	Perquè clar, ja el directiv és el óptice.	candidat ASR; pendent d'audició
base	discurs	perquè	434	1325.160	1327.120	0.0000	Perquè clar, ja el directiv és el óptice.	candidat ASR; pendent d'audició
base	discurs	perquè	435	1327.200	1328.480	0.0000	I perquè no ho fan.	candidat ASR; pendent d'audició
base	discurs	perquè	436	1328.560	1330.920	0.0000	Perquè no ho fan. Això és la pregunta. Per què no ho fan?	candidat ASR; pendent d'audició
base	discurs	clar	438	1332.080	1336.720	0.0000	Clar, clar, anar a negociar aixins i anar a sobre de la marxa,	candidat ASR; pendent d'audició
base	discurs	és a dir	440	1340.320	1342.480	0.0000	És a dir, negociar amb ple coneixement.	candidat ASR; pendent d'audició
base	discurs	perquè	441	1342.560	1346.480	0.0000	No, mira, es podem trobar amb sorpreses, perquè,	candidat ASR; pendent d'audició
base	discurs	perquè	442	1346.560	1349.520	0.0000	perquè tot el càmbal de la UE, l'hem d'applicar aquí.	candidat ASR; pendent d'audició
base	discurs	a nivell	445	1355.160	1357.080	0.0000	a nivell del consell general,	candidat ASR; pendent d'audició
base	discurs	doncs	448	1361.680	1364.400	0.0000	Això vol dir doncs agafar, més lletrats,	candidat ASR; pendent d'audició
base	discurs	perquè	449	1364.480	1367.640	0.0000	el Parlament per la seva essència, perquè és hora d'applicar.	candidat ASR; pendent d'audició
base	discurs	és a dir	450	1367.720	1369.720	0.0000	És a dir, s'ha d'engüir i s'ha acabat.	candidat ASR; pendent d'audició
base	discurs	a nivell	451	1369.800	1373.320	0.0000	A nivell dels ministeris també s'ha de redimensionar	candidat ASR; pendent d'audició
base	discurs	clar	454	1377.920	1379.920	0.0000	I tot és directives futures, clar,	candidat ASR; pendent d'audició
base	discurs	per tant	457	1384.800	1386.840	0.0000	i per tant, hi ha un real risc.	candidat ASR; pendent d'audició
base	discurs	no?	459	1388.880	1391.360	0.0000	Creu que és capaç l'Andrés Riva o no?	candidat ASR; pendent d'audició
base	discurs	clar	466	1402.520	1404.960	0.0000	Clar, jo la pressió amb la l'Andrés.	candidat ASR; pendent d'audició
base	discurs	perquè	472	1417.200	1419.320	0.0000	Jo li dic perquè ja vols no li pot fer confiança.	candidat ASR; pendent d'audició
base	discurs	clar	475	1425.800	1428.360	0.0000	Perquè jo, al minut us, clar,	candidat ASR; pendent d'audició
base	discurs	perquè	475	1425.800	1428.360	0.0000	Perquè jo, al minut us, clar,	candidat ASR; pendent d'audició
base	discurs	perquè	478	1432.040	1435.640	0.0000	Perquè monaco, monaco, bandcomanals, estudis d'impacte.	candidat ASR; pendent d'audició
base	discurs	clar	480	1437.400	1438.400	0.0000	Clar.	candidat ASR; pendent d'audició
base	discurs	per tant	481	1438.480	1441.120	0.0000	I per tant, hem de sàpiger, un anem.	candidat ASR; pendent d'audició
base	discurs	clar	483	1443.480	1446.480	0.0000	I ara, anys d'espertem, els bancs, clar, no podran sortir.	candidat ASR; pendent d'audició
base	discurs	perquè	484	1446.560	1449.880	0.0000	Perquè l'Unió es posa, canviar de tot, l'Unió.	candidat ASR; pendent d'audició
base	discurs	és a dir	485	1449.960	1453.200	0.0000	És a dir que l'Unió, la consideració, sí, sí.	candidat ASR; pendent d'audició
base	discurs	per tant	492	1491.040	1493.440	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	493	1493.520	1495.520	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	494	1495.600	1499.520	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	495	1499.600	1502.160	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	496	1502.240	1503.920	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	497	1504.000	1506.520	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	498	1506.600	1508.800	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	499	1508.880	1510.760	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	500	1510.840	1512.800	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	501	1512.880	1514.960	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	502	1515.040	1516.960	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	per tant	503	1517.040	1519.160	0.0000	Per tant, les negociacions van malamentar.	candidat ASR; pendent d'audició
base	discurs	clar	512	1540.320	1542.960	0.0000	Clar, però clar, aquest mercat interior,	candidat ASR; pendent d'audició
base	discurs	clar	519	1559.440	1562.560	0.0000	Clar, jo era, doncs, més facilitat,	candidat ASR; pendent d'audició
base	discurs	doncs	519	1559.440	1562.560	0.0000	Clar, jo era, doncs, més facilitat,	candidat ASR; pendent d'audició
base	discurs	clar	521	1565.760	1572.000	0.0000	Clar, els nostres filtres no són tan estrictes com tenim ara,	candidat ASR; pendent d'audició
base	discurs	clar	523	1576.240	1578.680	0.0000	Clar, hi ha el tema bancari.	candidat ASR; pendent d'audició
base	discurs	clar	524	1578.760	1581.680	0.0000	Clar, si els bancs europeus venen aquí,	candidat ASR; pendent d'audició
base	discurs	bé	527	1588.960	1593.200	0.0000	i la banca comercial, com aquest que diu, no hi és bé.	candidat ASR; pendent d'audició
base	discurs	clar	528	1593.280	1595.400	0.0000	Clar, una banca, d'efora.	candidat ASR; pendent d'audició
base	discurs	bueno	532	1602.880	1604.120	0.0000	Bueno, la UE.	candidat ASR; pendent d'audició
base	discurs	perquè	538	1621.600	1624.400	0.0000	Sí, ho van ribotsar, perquè era una consideració i ha plou.	candidat ASR; pendent d'audició
base	discurs	perquè	539	1624.480	1627.960	0.0000	Però ajudim, Carina, entendre-la, perquè no és ajudar-me-m'hi.	candidat ASR; pendent d'audició
base	discurs	clar	540	1628.040	1631.360	0.0000	Us t'esbeu fent campanya pel no, perquè, clar, al final, això serà binari.	candidat ASR; pendent d'audició
base	discurs	perquè	540	1628.040	1631.360	0.0000	Us t'esbeu fent campanya pel no, perquè, clar, al final, això serà binari.	candidat ASR; pendent d'audició
base	discurs	no?	541	1631.440	1632.440	0.0000	Sí o no?	candidat ASR; pendent d'audició
base	discurs	clar	542	1632.520	1636.400	0.0000	T'esbeu fent campanya pel no?Sí, clar, sí, claríssim, claríssim.	candidat ASR; pendent d'audició
base	discurs	perquè	543	1636.480	1640.200	0.0000	Perquè nosaltres tenim el mateix posicionament que monaco.	candidat ASR; pendent d'audició
base	discurs	clar	547	1652.120	1655.040	0.0000	Nosaltres vam treballar, clar, jo no tenia pressupost	candidat ASR; pendent d'audició
base	discurs	clar	548	1655.120	1658.840	0.0000	quan estava sol al consell, clar, vaig treballar, vaig mirar les directives,	candidat ASR; pendent d'audició
base	discurs	per tant	554	1672.440	1674.440	0.0000	Per tant, descarta completament que la convencció	candidat ASR; pendent d'audició
base	discurs	perquè	559	1685.080	1688.160	0.0000	I jo lo que recomano al govern, perquè, si al govern ho fa,	candidat ASR; pendent d'audició
base	discurs	és a dir	561	1690.040	1692.480	0.0000	És a dir, si al govern no fa el gestudis d'impacte,	candidat ASR; pendent d'audició
base	discurs	clar	564	1697.360	1700.360	0.0000	Clar, amb el mateix gabinet, per exemple, que monaco,	candidat ASR; pendent d'audició
base	discurs	perquè	565	1700.440	1703.520	0.0000	perquè és conèixer la qüestió, i a un esclar, eh?	candidat ASR; pendent d'audició
base	discurs	doncs	567	1707.040	1708.560	0.0000	doncs un informe jurídic.	candidat ASR; pendent d'audició
base	discurs	doncs	570	1714.000	1718.440	0.0000	Sí, doncs, monaco és van trigar 4 mesos, per fer-ho.	candidat ASR; pendent d'audició
base	discurs	clar	571	1718.520	1722.800	0.0000	Clar, nosaltres, si contractem aquest gabinet,	candidat ASR; pendent d'audició
base	discurs	perquè	572	1722.880	1726.600	0.0000	podria ser 2, 3 mesos, perquè ja han treballat la qüestió.	candidat ASR; pendent d'audició
base	discurs	és a dir	573	1726.680	1729.320	0.0000	És a dir, que la directiva no ho canvia, per certes coses,	candidat ASR; pendent d'audició
base	discurs	perquè	574	1729.400	1731.680	0.0000	perquè tenim ninguits en comú amb monaco.	candidat ASR; pendent d'audició
base	territorial	comú	574	1729.400	1731.680	0.0000	perquè tenim ninguits en comú amb monaco.	candidat ASR; pendent d'audició
base	discurs	bé	578	1738.960	1740.960	0.0000	I vostè li cauen tots molt bé?	candidat ASR; pendent d'audició
base	discurs	és a dir	579	1741.040	1742.960	0.0000	Sí, és a dir, aquest mandat...	candidat ASR; pendent d'audició
base	discurs	perquè	585	1754.880	1757.520	0.0000	Perquè si vostè té un positionament diferent del meu,	candidat ASR; pendent d'audició
base	discurs	perquè	591	1771.600	1774.040	0.0000	Perquè és un intercambiar, escoltar.	candidat ASR; pendent d'audició
base	discurs	bueno	599	1790.520	1793.640	0.0000	Bueno, fer soroll m'ha llibuscat, fer soroll.	candidat ASR; pendent d'audició
base	discurs	per tant	606	1810.440	1815.960	0.0000	Per tant, jo crida i fer soroll sempre he dit	candidat ASR; pendent d'audició
base	discurs	perquè	609	1823.520	1825.600	0.0000	perquè els indicadors són els que són.	candidat ASR; pendent d'audició
base	discurs	bé	615	1843.720	1846.760	0.0000	no parlo amb bé com algú... Jo crec que parla perfectíssim.	candidat ASR; pendent d'audició
base	discurs	és a dir	619	1858.720	1863.520	0.0000	i el conceit també, és a dir que veuen com propostes constructives.	candidat ASR; pendent d'audició
base	discurs	perquè	622	1868.200	1871.400	0.0000	perquè estem en un moment en el que es parla de la gent que ha de parla català,	candidat ASR; pendent d'audició
base	discurs	bé	626	1880.080	1881.760	0.0000	Però sí que el parla de parla molt bé.	candidat ASR; pendent d'audició
base	discurs	de fet	627	1881.840	1885.000	0.0000	De fet, està professora. Sí, a l'universitat amb la vaci, sí.	candidat ASR; pendent d'audició
base	discurs	no?	628	1885.080	1888.160	0.0000	Que avui comencen al curs, per cert, no s'aniorarà d'això, no?	candidat ASR; pendent d'audició
base	discurs	bueno	631	1892.280	1894.760	0.0000	Bueno, senyora, sí, sí, sí.	candidat ASR; pendent d'audició
base	discurs	no?	641	1918.360	1920.200	0.0000	vostè està perdent calés fent política, o no?	candidat ASR; pendent d'audició
base	discurs	perquè	643	1922.360	1924.800	0.0000	perquè quan jo em vaig separar del senyor pintat,	candidat ASR; pendent d'audició
base	discurs	és a dir	646	1928.240	1930.440	0.0000	És a dir, que no podia estar a la universitat	candidat ASR; pendent d'audició
base	discurs	per tant	648	1931.880	1935.520	0.0000	i, per tant, quan vaig marxar del meu grup parlamentari,	candidat ASR; pendent d'audició
base	discurs	doncs	651	1942.560	1945.360	0.0000	cada mes, cada mes, doncs, són uns 30.000 euros.	candidat ASR; pendent d'audició
base	discurs	perquè	654	1953.440	1955.840	0.0000	perquè volia, realment,	candidat ASR; pendent d'audició
base	discurs	doncs	656	1957.760	1960.400	0.0000	per no permetre, doncs, al pagament, de seràrii,	candidat ASR; pendent d'audició
base	discurs	clar	661	1969.080	1970.800	0.0000	perquè, clar, m'havia atacat per d'ifamació,	candidat ASR; pendent d'audició
base	discurs	perquè	661	1969.080	1970.800	0.0000	perquè, clar, m'havia atacat per d'ifamació,	candidat ASR; pendent d'audició
base	discurs	perquè	662	1970.880	1972.680	0.0000	perquè alumnes i per reber la sud de segret.	candidat ASR; pendent d'audició
base	discurs	bé	663	1972.760	1975.520	0.0000	Va a nirar bé, de calés, vostè nirà tranquil·la, perquè si...	candidat ASR; pendent d'audició
base	discurs	perquè	663	1972.760	1975.520	0.0000	Va a nirar bé, de calés, vostè nirà tranquil·la, perquè si...	candidat ASR; pendent d'audició
base	discurs	clar	664	1975.600	1977.720	0.0000	Què passa, que jo vei vendre coses, clar?	candidat ASR; pendent d'audició
base	discurs	clar	665	1977.800	1979.760	0.0000	Perquè has de aguantar, està aguantar, clar,	candidat ASR; pendent d'audició
base	discurs	perquè	665	1977.800	1979.760	0.0000	Perquè has de aguantar, està aguantar, clar,	candidat ASR; pendent d'audició
base	discurs	no?	666	1979.840	1981.800	0.0000	vei fer sacrificis, que sàven, no?	candidat ASR; pendent d'audició
base	discurs	doncs	667	1981.880	1984.680	0.0000	Jo vei vendre, doncs a pisos que tenia a França,	candidat ASR; pendent d'audició
base	discurs	perquè	668	1984.760	1986.680	0.0000	perquè jo, quan vei començar treballant,	candidat ASR; pendent d'audició
base	discurs	clar	669	1986.760	1989.680	0.0000	vei començar a invertir en el mercat de lloguer, clar,	candidat ASR; pendent d'audició
base	discurs	doncs	672	1996.280	1998.800	0.0000	doncs, compran pisos, reformant els pisos,	candidat ASR; pendent d'audició
base	discurs	bé	674	2001.760	2005.080	0.0000	i clar, sempre m'han anat bé, però, clar,	candidat ASR; pendent d'audició
base	discurs	clar	674	2001.760	2005.080	0.0000	i clar, sempre m'han anat bé, però, clar,	candidat ASR; pendent d'audició
base	discurs	clar	677	2009.640	2012.320	0.0000	i després tornar a invertir en el meu país, clar.	candidat ASR; pendent d'audició
base	discurs	doncs	678	2012.400	2015.680	0.0000	És això, doncs sacrificis, ningú em pot dir a mi,	candidat ASR; pendent d'audició
base	discurs	perquè	680	2018.520	2021.840	0.0000	perquè, i inclús, no em vei rincorporar mai a la universitat,	candidat ASR; pendent d'audició
base	discurs	perquè	682	2024.120	2026.200	0.0000	perquè tenien tres persones per substituir-me.	candidat ASR; pendent d'audició
base	discurs	a veure	687	2037.600	2038.920	0.0000	i a veure, judí, m'entendro,	candidat ASR; pendent d'audició
base	discurs	perquè	688	2039.000	2040.840	0.0000	perquè una persona de la seva edat,	candidat ASR; pendent d'audició
base	discurs	doncs	689	2040.920	2042.760	0.0000	doncs el que està és amb més gustes mare.	candidat ASR; pendent d'audició
base	discurs	perquè	694	2052.760	2054.880	0.0000	perquè als meus fills tinguin un oportunitat,	candidat ASR; pendent d'audició
base	discurs	clar	695	2054.960	2056.400	0.0000	s'equiam d'orra, clar.	candidat ASR; pendent d'audició
base	discurs	a nivell	701	2067.000	2069.480	0.0000	És que t'estan matxacant a nivell dels mitjans,	candidat ASR; pendent d'audició
base	discurs	perquè	702	2069.560	2073.120	0.0000	perquè a mi em deien de tot, que podria que amb la venda expulsat	candidat ASR; pendent d'audició
base	discurs	a nivell	706	2081.680	2083.800	0.0000	És a dir, a nivell escommentaris...	candidat ASR; pendent d'audició
base	discurs	és a dir	706	2081.680	2083.800	0.0000	És a dir, a nivell escommentaris...	candidat ASR; pendent d'audició
base	discurs	vull dir	715	2105.200	2106.920	0.0000	vull dir que ja dic lo que penso.	candidat ASR; pendent d'audició
base	discurs	bé	721	2124.200	2127.400	0.0000	i després deixaré la primera línia política perquè bé, clar.	candidat ASR; pendent d'audició
base	discurs	clar	721	2124.200	2127.400	0.0000	i després deixaré la primera línia política perquè bé, clar.	candidat ASR; pendent d'audició
base	discurs	perquè	721	2124.200	2127.400	0.0000	i després deixaré la primera línia política perquè bé, clar.	candidat ASR; pendent d'audició
base	discurs	és a dir	728	2143.920	2148.040	0.0000	És a dir, el nou líder o lideresa hi ha el conec i l'he vist a sortit per la tele?	candidat ASR; pendent d'audició
base	discurs	perquè	731	2156.160	2160.840	0.0000	perquè la política és... és un entorn hostil, és un entorn hostil.	candidat ASR; pendent d'audició
base	discurs	doncs	735	2173.520	2176.800	0.0000	Doncs mira, hi ha coses bones a tot arreu.	candidat ASR; pendent d'audició
base	discurs	clar	740	2187.600	2191.920	0.0000	L'economia, eh, l'economia, clar, és que són les empreses.	candidat ASR; pendent d'audició
base	discurs	doncs	741	2192.000	2195.760	0.0000	Si les empreses s'ofeguen, li asseguro que molts treballadors perdren la feina, doncs.	candidat ASR; pendent d'audició
base	discurs	o sigui	742	2195.840	2198.880	0.0000	O sigui que és dretes? Per tant, això és fonamental.	candidat ASR; pendent d'audició
base	discurs	per tant	742	2195.840	2198.880	0.0000	O sigui que és dretes? Per tant, això és fonamental.	candidat ASR; pendent d'audició
base	discurs	és a dir	744	2202.600	2206.560	0.0000	És a dir, els treballadors han de poder viure del seu treball.	candidat ASR; pendent d'audició
base	discurs	clar	749	2218.040	2219.920	0.0000	Però, clar, s'ha de...	candidat ASR; pendent d'audició
base	discurs	perquè	751	2222.840	2227.840	0.0000	"Perquè nosaltres que fem van fer un programa per dir ""habere, problemes, solucions""."	candidat ASR; pendent d'audició
base	discurs	perquè	752	2227.920	2230.160	0.0000	Perquè hi ha coses bones a tot arreu.	candidat ASR; pendent d'audició
base	discurs	clar	753	2230.240	2231.640	0.0000	Eh, clar.	candidat ASR; pendent d'audició
base	discurs	llavors	754	2231.720	2234.560	0.0000	No és de centres, de centres, llavors, no serà dretes.	candidat ASR; pendent d'audició
base	discurs	bueno	755	2234.640	2239.440	0.0000	És que, a mi, el que els col·lus polítics serà és un amic obsolet, però, bueno.	candidat ASR; pendent d'audició
base	discurs	no?	761	2252.760	2257.440	0.0000	més immediatament han hagut de xecar, o tenia l'inàrcia de xecar la bandera dels treballadors, no?	candidat ASR; pendent d'audició
base	discurs	no?	762	2257.520	2259.240	0.0000	I ja som menys sexis, no?	candidat ASR; pendent d'audició
base	discurs	bé	763	2259.320	2262.600	0.0000	Per què diu vostè molt bé, perquè l'Eix s'han d'estar desplaçant,	candidat ASR; pendent d'audició
base	discurs	perquè	763	2259.320	2262.600	0.0000	Per què diu vostè molt bé, perquè l'Eix s'han d'estar desplaçant,	candidat ASR; pendent d'audició
base	discurs	de fet	773	2289.520	2291.800	0.0000	Una cosa és que hi hagi un programa d'accions, de fet,	candidat ASR; pendent d'audició
base	discurs	per tant	775	2293.760	2296.560	0.0000	i filosofia ara els problemes són molt greus i per tant s'ha de trobar solucions.	candidat ASR; pendent d'audició
base	discurs	perquè	777	2299.360	2303.320	0.0000	ja saps per on vaig, perquè els que et més tenen paguin més,	candidat ASR; pendent d'audició
base	discurs	doncs	778	2303.400	2306.160	0.0000	per exemple, doncs coses d'aquesta que s'han dit tota la vida,	candidat ASR; pendent d'audició
