id	tipus	seccio	desti	usos	decisio	motiu	volatilitat	estat_buit	doc_id	font	familia_font	llicencia	redistribucio	domini	anys	entitats	estat_revisio
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#b4	nota-treball	Ressonància al país i ressonància dins l'hospital	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#b5	nota-treball	Un informe favorable amb xifres discordants	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#b6	cos	Un informe favorable amb xifres discordants	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#b7	taula	Un informe favorable amb xifres discordants	chunks	coneixement,raft-context	incloure	taula de dades conservada en Markdown	0.0	-	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#b8	nota-treball	Un informe favorable amb xifres discordants	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#b9	buit	Buits registrats	buits	raft-sense-oracle	incloure	5 ítems: 1 parcial, 3 font_externa, 1 no-es-buit	-	-	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#c1	chunk	Un informe favorable amb xifres discordants	chunks	coneixement,raft-context	incloure	b6+b7 (9+58 = 67 paraules)	0.0	-	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	unreviewed
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#g1	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#g2	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#g3	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#g4	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026#g5	buit	Buits registrats	-	-	excloure	ítem ratllat amb estat no-es-buit (placeholder)	-	no-es-buit	temes/societat/sanitat/que-justificava-la-inversio-hospitalaria-de-2026	consell-general-pressupost-2026	consell-general-pressupost-2026	condicions de reutilització pendents per peça	pendent	societat	2026	Hospital Nostra Senyora	-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#b1	nota-treball	Què mesuren els deu dies de la CASS	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#b2	taula	Què mesuren els deu dies de la CASS	chunks	raft-context	incloure	taula de dades conservada en Markdown	0.8	-	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#b3	nota-treball	Què mesuren els deu dies de la CASS	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#b4	nota-treball	Mitjana i màxim no són intercanviables	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#b5	cos	Mitjana i màxim no són intercanviables	chunks	raft-context	incloure	cos factual	0.0	-	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#b6	buit	Buits registrats	buits	raft-sense-oracle	incloure	4 ítems: 3 font_externa, 1 no-es-buit	-	-	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#c1	chunk	Què mesuren els deu dies de la CASS · Mitjana i màxim no són intercanviables	chunks	raft-context	incloure	b2+b5; volatilitat = màxim dels blocs (0.8, per b2) → no entra a coneixement	0.8	-	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		unreviewed
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#g1	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#g2	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#g3	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass#g4	buit	Buits registrats	-	-	excloure	ítem ratllat amb estat no-es-buit (placeholder)	-	no-es-buit	temes/societat/sanitat/que-mesuren-els-deu-dies-de-la-cass	cass-ad	cass-ad	drets reservats; reutilització subjecta a autorització del titular	pendent	societat	2025,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b1	nota-treball	Set coma trenta-vuit sobre deu	-	-	excloure	el subjecte és «el corpus»	-	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b2	cos	Set coma trenta-vuit sobre deu	chunks	raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b3	taula	Les cinc satisfaccions, de la més alta a la més baixa	chunks	raft-context	incloure	taula de dades conservada en Markdown	0.7	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b4	cos	Les cinc satisfaccions, de la més alta a la més baixa	chunks	raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b5	taula	La vida puja amb els diners, i és una escala sencera	chunks	raft-context	incloure	taula de dades conservada en Markdown	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b6	cos	La vida puja amb els diners, i és una escala sencera	chunks	raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b7	taula	Però la satisfacció econòmica no és una escala	chunks	raft-context	incloure	taula de dades conservada en Markdown	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b8	cos	Però la satisfacció econòmica no és una escala	chunks	raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b9	nota-treball	Però la satisfacció econòmica no és una escala	-	-	excloure	el subjecte és «el corpus»	-	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b10	taula	La salut també és una escala, i més inclinada	chunks	raft-context	incloure	taula de dades conservada en Markdown	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b11	cos	La salut també és una escala, i més inclinada	chunks	raft-context	incloure	cos factual	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b12	taula	Andorra és un país segur, i la xifra ho diu dues vegades	chunks	coneixement,raft-context	incloure	taula de dades conservada en Markdown	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b13	cos	Andorra és un país segur, i la xifra ho diu dues vegades	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b14	nota-treball	Andorra és un país segur, i la xifra ho diu dues vegades	-	-	excloure	el subjecte és «el corpus»	-	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b15	taula	L'habitatge: el 91,7% n'està satisfet	chunks	coneixement,raft-context	incloure	taula de dades conservada en Markdown	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b16	cos	L'habitatge: el 91,7% n'està satisfet	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b17	taula	El que la feina i l'estudi diuen	chunks	coneixement,raft-context	incloure	taula de dades conservada en Markdown	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b18	cos	El que la feina i l'estudi diuen	chunks	coneixement,raft-context	incloure	cos factual	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b19	taula	Amb qui es veu la gent	chunks	coneixement,raft-context	incloure	taula de dades conservada en Markdown	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b20	cos	Amb qui es veu la gent	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b21	cos	Ningú no diu que no hagi estat feliç mai	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b22	taula	Ningú no diu que no hagi estat feliç mai	chunks	coneixement,raft-context	incloure	taula de dades conservada en Markdown	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b23	cos	Ningú no diu que no hagi estat feliç mai	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b24	taula	Ningú no diu que no hagi estat feliç mai	chunks	coneixement,raft-context	incloure	taula de dades conservada en Markdown	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b25	cos	Ningú no diu que no hagi estat feliç mai	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#b26	buit	Buits registrats	buits	raft-sense-oracle	incloure	8 ítems: 5 no-es-buit, 3 parcial	-	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#c1	chunk	Set coma trenta-vuit sobre deu · Les cinc satisfaccions, de la més alta a la més baixa · La vida puja amb els diners, i és una escala sencera · Però la satisfacció econòmica no és una escala · La salut també és una escala, i més inclinada	chunks	raft-context	incloure	b2+b3+b4+b5+b6+b7+b8+b10+b11; volatilitat = màxim dels blocs (0.7, per b3) → no entra a coneixement	0.7	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		unreviewed
temes/societat/set-coma-trenta-vuit-sobre-deu#c2	chunk	Andorra és un país segur, i la xifra ho diu dues vegades · L'habitatge: el 91,7% n'està satisfet · El que la feina i l'estudi diuen · Amb qui es veu la gent	chunks	coneixement,raft-context	incloure	b12+b13+b15+b16+b17+b18+b19+b20 (28+15+20+80+38+69+38+27 = 315 paraules); volatilitat = màxim dels blocs	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		unreviewed
temes/societat/set-coma-trenta-vuit-sobre-deu#c3	chunk	Ningú no diu que no hagi estat feliç mai	chunks	coneixement,raft-context	incloure	b21+b22+b23+b24+b25 (28+44+60+60+158 = 350 paraules); volatilitat = màxim dels blocs	0.3	-	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		unreviewed
temes/societat/set-coma-trenta-vuit-sobre-deu#g1	buit	Buits registrats	-	-	excloure	ítem ratllat amb estat no-es-buit (placeholder)	-	no-es-buit	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#g2	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#g3	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#g4	buit	Buits registrats	-	-	excloure	ítem ratllat amb estat no-es-buit (placeholder)	-	no-es-buit	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#g5	buit	Buits registrats	-	-	excloure	ítem ratllat amb estat no-es-buit (placeholder)	-	no-es-buit	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#g6	buit	Buits registrats	-	-	excloure	ítem ratllat amb estat no-es-buit (placeholder)	-	no-es-buit	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#g7	buit	Buits registrats	-	-	excloure	ítem ratllat amb estat no-es-buit (placeholder)	-	no-es-buit	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/set-coma-trenta-vuit-sobre-deu#g8	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/societat/set-coma-trenta-vuit-sobre-deu	estadistica-ad	estadistica-ad	CC BY 4.0 per a la informació estadística pròpia, llevat d'indicació contrària	si	societat	2022,2024,2018,2020,2023,2026		-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b1	nota-treball	Cotitzar sense cobrar l’ajut de desocupació	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b2	nota-treball	Cotitzar sense cobrar l’ajut de desocupació	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b3	nota-treball	El règim neix el 2012 i inclou una situació anterior	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b4	nota-treball	El règim neix el 2012 i inclou una situació anterior	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b5	nota-treball	Inscriure’s a Ocupació no és tota la condició	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b6	nota-treball	Inscriure’s a Ocupació no és tota la condició	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b7	nota-treball	El col·legi electoral també inclou aquest règim	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b8	nota-treball	El reglament de 2024 exigeix una declaració addicional	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b9	nota-treball	El reglament de 2024 exigeix una declaració addicional	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b10	nota-treball	«Voluntària» i «involuntària» al mateix article	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b11	cos	Vuit lleis el modifiquen, i cap des del 2014	chunks	coneixement,raft-context	incloure	cos factual	0.3	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio#b12	cos	Relacionat	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/societat/treball/cotitzar-sense-cobrar-lajut-de-desocupacio	bopa-ad	bopa-ad	condicions generals d'utilització de la informació de la seu electrònica del BOPA	si	societat	2018,2012,2011,2014,2024,2015,2026,2013,2019	La Llei	-
